"PostId","PostTypeId","ParentId","CreationDate"
404647,2,404617,"2009-01-01 06:28:37"
11057772,2,1037249,"2012-06-15 20:29:20"
11057816,2,9733188,"2012-06-15 20:33:56"
11069428,2,7673899,"2012-06-17 06:42:07"
13923655,1,13923655,"2012-12-17 22:56:40"
15868605,1,15868605,"2013-04-07 22:28:22"
17350138,2,17349783,"2013-06-27 17:59:18"
18546707,1,18546707,"2013-08-31 09:40:00"
30679049,1,30679049,"2015-06-06 04:53:45"
31980312,2,31899769,"2015-08-13 05:43:45"
33974672,2,33974472,"2015-11-28 18:08:51"
43575264,2,43575189,"2017-04-23 19:00:43"
