"PostId","PostTypeId","ParentId","CreationDate"
1204640,2,1202883,"2009-07-30 05:39:20"
2523499,2,2523467,"2010-03-26 13:23:11"
5888181,2,5888022,"2011-05-04 18:28:10"
9629518,2,9629473,"2012-03-09 05:46:59"
10856618,2,10856283,"2012-06-01 19:59:43"
12407023,2,12406983,"2012-09-13 13:08:12"
13755415,2,13755307,"2012-12-07 01:07:06"
17423579,1,17423579,"2013-07-02 10:46:51"
17896507,1,17896507,"2013-07-27 10:01:04"
19199609,2,19199543,"2013-10-05 15:50:08"
21097253,1,21097253,"2014-01-13 17:11:46"
26330397,2,26330219,"2014-10-12 21:54:26"
36072615,1,36072615,"2016-03-17 22:10:49"
