"PostId","PostTypeId","ParentId","CreationDate"
8537761,2,8537634,"2011-12-16 17:16:41"
17655363,1,17655363,"2013-07-15 13:25:54"
18909154,2,18886365,"2013-09-20 05:04:31"
22544854,2,22544669,"2014-03-20 20:54:50"
23560282,2,23558801,"2014-05-09 08:46:56"
26279298,2,25889599,"2014-10-09 13:11:02"
26773726,1,26773726,"2014-11-06 07:15:02"
29213298,2,17333013,"2015-03-23 14:50:24"
34586858,2,34353633,"2016-01-04 07:59:40"
37398305,2,37398214,"2016-05-23 18:44:50"
43911702,1,43911702,"2017-05-11 09:36:05"
44672395,2,44651178,"2017-06-21 09:40:26"
