"PostId","PostTypeId","ParentId","CreationDate"
22298889,2,22298827,"2014-03-10 11:28:15"
23231270,1,23231270,"2014-04-22 22:18:23"
24031143,1,24031143,"2014-06-04 07:07:34"
24120056,1,24120056,"2014-06-09 12:12:31"
27951527,1,27951527,"2015-01-14 20:08:48"
28184998,2,28184954,"2015-01-28 05:05:27"
35093122,1,35093122,"2016-01-29 20:06:16"
35714565,1,35714565,"2016-03-01 04:17:30"
44941167,2,44934685,"2017-07-06 06:19:53"
47939060,2,47938761,"2017-12-22 09:32:47"
49022396,2,48942174,"2018-02-28 05:12:33"
