"PostId","PostTypeId","ParentId","CreationDate"
11943616,2,11943545,"2012-08-13 23:19:14"
12871888,2,3817776,"2012-10-13 09:41:06"
13080900,1,13080900,"2012-10-26 04:49:01"
19921766,1,19921766,"2013-11-12 05:41:39"
20798281,1,20798281,"2013-12-27 09:39:44"
23735705,2,23735469,"2014-05-19 10:43:09"
23888893,2,23887617,"2014-05-27 12:00:18"
24560498,1,24560498,"2014-07-03 18:03:10"
24882448,2,24660355,"2014-07-22 08:30:50"
26569219,1,26569219,"2014-10-26 02:26:59"
28207249,2,28207101,"2015-01-29 04:52:57"
28208696,2,28207101,"2015-01-29 06:57:47"
