"PostId","PostTypeId","ParentId","CreationDate"
19283814,2,10000763,"2013-10-09 22:18:14"
22378648,2,22377293,"2014-03-13 12:27:54"
24410973,2,24395553,"2014-06-25 14:08:37"
29110154,1,29110154,"2015-03-17 21:34:45"
31885241,1,31885241,"2015-08-07 19:27:18"
42298830,1,42298830,"2017-02-17 13:08:53"
44247021,1,44247021,"2017-05-29 16:34:45"
45637824,1,45637824,"2017-08-11 14:36:29"
46396329,1,46396329,"2017-09-25 01:09:53"
46396329,1,46396329,"2017-09-25 01:09:53"
50038600,1,50038600,"2018-04-26 08:44:19"
