"PostId","PostTypeId","ParentId","CreationDate"
5305835,2,4721449,"2011-03-14 23:26:50"
9928392,2,9928256,"2012-03-29 15:19:01"
10515513,2,8769043,"2012-05-09 11:51:13"
11389663,2,7890044,"2012-07-09 05:51:37"
12003356,2,12003267,"2012-08-17 09:39:55"
12431598,1,12431598,"2012-09-14 20:33:01"
15418493,1,15418493,"2013-03-14 19:30:04"
16262946,1,16262946,"2013-04-28 12:38:20"
20451275,2,20451101,"2013-12-08 08:19:27"
23852532,2,23852483,"2014-05-25 06:04:53"
31779980,1,31779980,"2015-08-03 05:28:34"
32326626,1,32326626,"2015-09-01 08:10:03"
32535580,2,32535545,"2015-09-12 05:41:42"
43224936,2,43223378,"2017-04-05 07:45:02"
