"PostId","PostTypeId","ParentId","CreationDate"
18209964,1,18209964,"2013-08-13 13:06:44"
21028967,2,21023089,"2014-01-09 19:05:48"
23816703,2,23815499,"2014-05-22 20:44:02"
25180393,1,25180393,"2014-08-07 10:40:50"
28005797,1,28005797,"2015-01-18 00:13:02"
31480927,2,31480088,"2015-07-17 16:55:19"
32406326,2,32381371,"2015-09-04 20:45:14"
34986438,2,34985846,"2016-01-25 06:34:18"
35861265,1,35861265,"2016-03-08 07:15:59"
37101684,2,37101185,"2016-05-08 15:43:48"
39335776,1,39335776,"2016-09-05 18:09:40"
39716449,2,39715993,"2016-09-27 05:14:25"
40347017,2,40338905,"2016-10-31 17:08:17"
41177403,2,41175771,"2016-12-16 04:43:57"
