"PostId","PostTypeId","ParentId"
18055708,1,18055708
17992551,1,17992551
35619327,1,35619327
25392519,1,25392519
27377853,1,27377853
34574924,1,34574924
23012053,1,23012053
35204630,1,35204630
20583684,1,20583684
29254999,1,29254999
23117749,1,23117749
20764784,1,20764784
28791559,1,28791559
20797680,1,20797680
25814349,1,25814349
30070731,2,30070668
20798355,2,20797680
27458842,2,27458803
22803316,2,18206615
24277253,2,24277103
34347948,2,14083950
21206143,2,16875649
21476143,2,21475489
21472444,2,21472402
22095504,2,22093916
19835798,2,19812049
31278738,2,31277754
26479820,2,26479755
19893213,2,19893174
23362274,2,23361406
27270892,2,27232375
33459571,2,33459485
23196958,2,23196746
29418404,2,29418334
23976833,2,23975103
18088498,2,18088407
38291206,2,16536414
