"PostId","PostTypeId","ParentId","CreationDate"
18288453,2,18288402,"2013-08-17 11:48:39"
18439924,1,18439924,"2013-08-26 08:37:39"
24042761,2,24042477,"2014-06-04 16:27:19"
24840655,1,24840655,"2014-07-19 12:57:45"
25139904,2,25139674,"2014-08-05 13:21:09"
26451555,1,26451555,"2014-10-19 14:33:00"
28909289,2,28909220,"2015-03-06 23:19:06"
29334971,2,29334907,"2015-03-29 21:20:11"
29396517,2,29395929,"2015-04-01 16:54:50"
29686332,1,29686332,"2015-04-16 21:30:01"
31691088,2,31690572,"2015-07-29 04:11:09"
32435680,2,32435171,"2015-09-07 09:48:49"
