"PostId","PostTypeId","ParentId","CreationDate"
12305115,1,12305115,"2012-09-06 17:12:23"
22672941,1,22672941,"2014-03-26 21:00:07"
24904263,1,24904263,"2014-07-23 07:26:34"
26506300,1,26506300,"2014-10-22 11:22:47"
29372446,2,29340900,"2015-03-31 15:30:23"
29707629,2,20259876,"2015-04-17 19:15:58"
29933814,2,28018715,"2015-04-29 03:30:11"
30113984,2,30093925,"2015-05-08 00:43:00"
31484119,1,31484119,"2015-07-17 20:23:19"
33898940,2,33893421,"2015-11-24 16:30:40"
33951784,2,33951743,"2015-11-27 06:56:54"
36732929,1,36732929,"2016-04-20 02:49:11"
46944681,2,22343384,"2017-10-26 02:00:05"
49449777,2,49423518,"2018-03-23 12:33:33"
