"PostId","PostTypeId","ParentId"
10809266,1,10809266
26449122,1,26449122
16134434,1,16134434
16120644,1,16120644
17862465,2,17862374
46999147,2,46999061
15133226,2,15133141
13481045,2,13480879
24826270,2,24826185
9693963,2,9693827
11902160,2,11901971
15259093,2,15259057
21316701,2,6422228
13609691,2,13609246
25014690,2,25014225
46526053,2,46525983
10240333,2,10239759
16698612,2,16698498
22607940,2,22607792
14693928,2,14693758
14489216,2,14489087
47239435,2,1280557
20097994,2,979975
18671460,2,901115
11142881,2,11142753
13025376,2,13024756
12600112,2,12600024
13398101,2,13396721
7268939,2,7268760
17473541,2,17472407
