sample;metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotal;truePositivesText;trueNegativesText;falsePositivesText;falseNegativesText;numberOfCodePostsWithThisMetric;runtimeCodeTotal;truePositivesCode;trueNegativesCode;falsePositivesCode;falseNegativesCode
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramJaccardNormalizedPadding;0.4;92;159474600;1584;5122;19;63;94;183873228;1292;3922;15;30
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramLongestCommonSubsequenceNormalized;0.5;92;267253311;1554;5128;13;93;94;855235585;1271;3925;12;51
PostId_VersionCount_SO_17-06_sample_100_1+;tokenOverlap;0.7;94;34868247;1639;5343;28;51;94;49531256;1276;3924;13;46
PostId_VersionCount_SO_17-06_sample_100_1+;tokenJaccard;0.3;94;37555096;1634;5346;25;56;94;51684960;1288;3924;13;34
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramJaccardNormalized;0.4;94;110661983;1632;5343;28;58;94;141281822;1298;3920;17;24
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramDice;0.8;92;63249387;1480;5248;7;177;94;101313248;1246;3930;7;76
PostId_VersionCount_SO_17-06_sample_100_1+;twoGramJaccardNormalizedPadding;0.5;94;139115574;1623;5350;21;67;94;164753555;1295;3924;13;27
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramJaccard;0.4;93;71468174;1599;5251;20;72;94;107150081;1297;3922;15;25
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramJaccardNormalized;0.9;91;162023106;1292;5124;1;341;94;204612454;1144;3933;4;178
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramOverlapNormalized;0.9;94;106866018;1615;5326;45;75;94;136645433;1270;3919;18;52
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramDiceNormalizedPadding;0.7;92;142792065;1554;5126;15;93;94;166393826;1269;3924;13;53
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramLongestCommonSubsequence;0.7;92;181924568;1452;5249;6;205;94;944684992;1234;3931;6;88
PostId_VersionCount_SO_17-06_sample_100_1+;twoGramOverlapNormalizedPadding;0.6;94;129734716;1667;5321;50;23;94;153446339;1306;3913;24;16
PostId_VersionCount_SO_17-06_sample_100_1+;manhattanTokenNormalized;0.3;94;95527013;1649;5339;32;41;94;99065660;1301;3920;17;21
PostId_VersionCount_SO_17-06_sample_100_1+;levenshtein;0.7;94;1097878385;1504;5363;8;186;94;2487377887;1234;3931;6;88
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramJaccardNormalized;0.3;91;102960032;1568;5106;19;65;94;134143751;1289;3925;12;33
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramOverlapNormalized;0.3;91;144582961;1617;5087;38;16;94;172706770;1292;3909;28;30
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramOverlapNormalizedPadding;0.4;92;144239945;1634;5103;38;13;94;168021666;1304;3912;25;18
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramOverlap;0.4;92;64735208;1624;5208;47;33;94;103339249;1300;3914;23;22
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramOptimalAlignmentNormalized;0.3;94;618545325;1632;5352;19;58;94;1157968735;1295;3923;14;27
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleJaccard;0.7;66;58788189;833;2636;2;188;87;86834161;910;2531;5;156
PostId_VersionCount_SO_17-06_sample_100_1+;twoShingleOverlap;0.3;81;69912511;1366;4196;23;13;90;81715647;1170;3165;17;25
PostId_VersionCount_SO_17-06_sample_100_1+;cosineTokenNormalizedBool;0.8;94;94643344;1531;5362;9;159;94;95934611;1234;3931;6;88
PostId_VersionCount_SO_17-06_sample_100_1+;twoGramOverlapNormalized;0.5;94;128196543;1657;5307;64;33;94;152674360;1303;3913;24;19
PostId_VersionCount_SO_17-06_sample_100_1+;cosineThreeShingleNormalizedTermFrequency;0.7;71;152111174;1040;3058;11;85;92;189047249;1151;3210;10;71
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramOverlapNormalized;0.6;92;104395872;1619;5104;37;28;94;136325847;1295;3919;18;27
PostId_VersionCount_SO_17-06_sample_100_1+;longestCommonSubsequence;0.9;94;1780880313;1374;5369;2;316;94;2930814869;1167;3932;5;155
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramJaccard;0.5;93;126732821;1588;5254;17;83;94;151157592;1284;3925;12;38
PostId_VersionCount_SO_17-06_sample_100_1+;twoGramDiceNormalized;0.6;94;126513075;1635;5343;28;55;94;151895975;1296;3919;18;26
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramJaccardNormalizedPadding;0.9;92;160616789;1312;5140;1;335;94;178691580;1158;3933;4;164
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramJaccard;0.7;93;71174752;1480;5264;7;191;94;106498818;1250;3930;7;72
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramOptimalAlignmentNormalized;0.9;94;620347183;1347;5369;2;343;94;1163250108;1159;3933;4;163
PostId_VersionCount_SO_17-06_sample_100_1+;manhattanThreeGramNormalized;0.3;92;234768233;1614;5110;31;33;94;235793955;1299;3915;22;23
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramJaccard;0.9;92;66571945;1309;5253;2;348;94;104618824;1148;3934;3;174
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramLongestCommonSubsequenceNormalized;0.9;94;424551784;1357;5369;2;333;94;1230393132;1164;3933;4;158
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramLongestCommonSubsequenceNormalized;0.6;93;268124922;1507;5133;8;140;94;857524459;1258;3927;10;64
PostId_VersionCount_SO_17-06_sample_100_1+;cosineFourGramNormalizedNormalizedTermFrequency;0.8;91;255553954;1478;5117;8;155;94;263127599;1255;3928;9;67
PostId_VersionCount_SO_17-06_sample_100_1+;cosineFiveGramNormalizedTermFrequency;0.9;91;262938443;1383;5124;1;250;94;272099255;1218;3928;9;104
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleOverlapNormalized;0.9;70;130865796;1031;3054;15;94;92;162514128;1111;3204;16;111
PostId_VersionCount_SO_17-06_sample_100_1+;levenshtein;0.6;94;1091476028;1566;5361;10;124;94;2467376877;1265;3929;8;57
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramLongestCommonSubsequence;0.4;92;140498275;1578;5238;17;79;94;706965160;1287;3922;15;35
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramDiceNormalized;0.7;91;98854480;1500;5112;13;133;94;131278742;1262;3926;11;60
PostId_VersionCount_SO_17-06_sample_100_1+;cosineTwoShingleNormalizedBool;0.3;83;175102513;1448;4608;27;20;93;193447727;1287;3893;17;22
PostId_VersionCount_SO_17-06_sample_100_1+;twoGramJaccard;0.3;94;106856941;1649;5334;37;41;94;132219083;1299;3914;23;23
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleOverlapNormalized;0.4;70;131314226;1116;3050;19;9;92;163795177;1187;3200;20;35
PostId_VersionCount_SO_17-06_sample_100_1+;longestCommonSubsequence;0.8;94;1779307494;1441;5366;5;249;94;2918225248;1217;3931;6;105
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramJaccard;0.8;92;139464811;1380;5253;2;277;94;171744610;1196;3932;5;126
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramOverlapNormalized;0.4;92;104868838;1625;5099;42;22;94;139847331;1299;3913;24;23
PostId_VersionCount_SO_17-06_sample_100_1+;twoShingleDiceNormalized;0.6;83;149159565;1392;4619;16;76;93;172145441;1259;3897;13;50
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramDice;0.4;92;62355585;1608;5226;29;49;94;103254749;1303;3920;17;19
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramLongestCommonSubsequence;0.8;92;182950518;1389;5252;3;268;94;932117065;1203;3931;6;119
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramJaccardNormalized;0.6;91;193817138;1485;5116;9;148;94;191042535;1251;3928;9;71
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramDice;0.9;92;61919739;1377;5252;3;280;94;102331713;1187;3932;5;135
PostId_VersionCount_SO_17-06_sample_100_1+;twoShingleDice;0.3;81;66977632;1340;4196;23;39;90;86417551;1161;3167;15;34
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramDice;0.8;93;66297252;1504;5263;8;167;94;102308925;1254;3929;8;68
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramJaccard;0.3;92;134781886;1606;5230;25;51;94;162665047;1299;3921;16;23
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramJaccardNormalized;0.5;91;104223619;1517;5111;14;116;94;133357071;1265;3925;12;57
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramJaccardNormalized;0.6;92;158115990;1529;5129;12;118;94;178043382;1258;3928;9;64
PostId_VersionCount_SO_17-06_sample_100_1+;cosineFiveGramNormalizedNormalizedTermFrequency;0.9;91;260992315;1358;5123;2;275;94;272668811;1195;3933;4;127
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleOverlap;0.6;66;56162026;976;2623;15;45;87;83312064;997;2524;12;69
PostId_VersionCount_SO_17-06_sample_100_1+;twoGramOverlap;0.9;94;93879605;1638;5330;41;52;94;122758416;1274;3920;17;48
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramOverlapNormalizedPadding;0.8;91;147675774;1577;5096;29;56;94;173409780;1274;3920;17;48
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramJaccardNormalized;0.5;92;108606330;1559;5123;18;88;94;139122387;1274;3925;12;48
PostId_VersionCount_SO_17-06_sample_100_1+;cosineTokenNormalizedNormalizedTermFrequency;0.8;94;95028411;1550;5359;12;140;94;97127273;1248;3931;6;74
PostId_VersionCount_SO_17-06_sample_100_1+;cosineFiveGramNormalizedBool;0.9;91;260939318;1349;5123;2;284;94;273427503;1182;3933;4;140
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleDice;0.7;67;56167815;904;2631;7;117;87;83081092;956;2529;7;110
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramOptimalAlignmentNormalized;0.8;91;202502070;1365;5123;2;268;94;570081873;1193;3931;6;129
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramJaccard;0.7;92;142237347;1452;5251;4;205;94;169331637;1238;3931;6;84
PostId_VersionCount_SO_17-06_sample_100_1+;cosineThreeGramNormalizedNormalizedTermFrequency;0.7;92;240034749;1565;5124;17;82;94;238770223;1285;3925;12;37
PostId_VersionCount_SO_17-06_sample_100_1+;twoShingleOverlapNormalized;0.3;83;150486553;1451;4603;32;17;93;173755974;1280;3887;23;29
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramOverlapNormalized;0.9;91;145045366;1548;5098;27;85;94;173731973;1244;3922;15;78
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramDiceNormalizedPadding;0.8;91;149965220;1449;5121;4;184;94;177841807;1242;3929;8;80
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramDice;0.4;92;115577203;1616;5228;27;41;94;145719673;1301;3919;18;21
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramOverlap;0.7;92;62752833;1603;5217;38;54;94;103139313;1288;3922;15;34
PostId_VersionCount_SO_17-06_sample_100_1+;manhattanFourGramNormalized;0.8;91;246441982;1449;5120;5;184;94;255254564;1238;3929;8;84
PostId_VersionCount_SO_17-06_sample_100_1+;cosineTwoGramNormalizedTermFrequency;0.4;94;189159691;1652;5327;44;38;94;198795462;1298;3910;27;24
PostId_VersionCount_SO_17-06_sample_100_1+;tokenJaccard;0.4;94;37284295;1608;5348;23;82;94;50992396;1273;3925;12;49
PostId_VersionCount_SO_17-06_sample_100_1+;cosineTwoGramNormalizedNormalizedTermFrequency;0.8;94;187711303;1602;5352;19;88;94;201707246;1281;3924;13;41
PostId_VersionCount_SO_17-06_sample_100_1+;damerauLevenshtein;0.8;94;3841383557;1434;5366;5;256;94;4690810539;1202;3931;6;120
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramJaccardNormalizedPadding;0.9;91;168666296;1274;5124;1;359;94;195540270;1139;3935;2;183
PostId_VersionCount_SO_17-06_sample_100_1+;cosineThreeGramNormalizedTermFrequency;0.5;92;237203311;1610;5113;28;37;94;238934053;1296;3915;22;26
PostId_VersionCount_SO_17-06_sample_100_1+;twoGramJaccardNormalized;0.6;94;139779093;1601;5351;20;89;94;162931244;1279;3925;12;43
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramOverlap;0.3;93;113006243;1651;5222;49;20;94;139385238;1300;3912;25;22
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramOverlap;0.9;94;69730464;1629;5331;40;61;94;105991358;1276;3920;17;46
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramOverlap;0.3;94;72114644;1655;5307;64;35;94;113179008;1300;3911;26;22
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramOverlapNormalizedPadding;0.8;91;149848590;1566;5097;28;67;94;181347402;1267;3921;16;55
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramLongestCommonSubsequence;0.9;94;486279722;1353;5369;2;337;94;1353296255;1156;3932;5;166
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramOptimalAlignmentNormalized;0.3;91;261152230;1572;5110;15;61;94;856076839;1286;3923;14;36
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleOverlap;0.4;66;57006396;998;2622;16;23;87;84467764;1015;2522;14;51
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramLongestCommonSubsequenceNormalized;0.9;91;161805416;1291;5123;2;342;94;385778150;1146;3933;4;176
PostId_VersionCount_SO_17-06_sample_100_1+;cosineFourGramNormalizedNormalizedTermFrequency;0.9;91;252319580;1374;5123;2;259;94;257055227;1210;3933;4;112
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramOptimalAlignmentNormalized;0.6;91;201666402;1474;5115;10;159;94;575416469;1252;3930;7;70
PostId_VersionCount_SO_17-06_sample_100_1+;cosineFourGramNormalizedTermFrequency;0.4;91;258855904;1602;5093;32;31;94;274305459;1297;3915;22;25
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramOptimalAlignmentNormalized;0.7;94;616188229;1488;5364;7;202;94;1164461143;1243;3931;6;79
PostId_VersionCount_SO_17-06_sample_100_1+;tokenDice;0.4;94;34550210;1641;5345;26;49;94;49129432;1291;3922;15;31
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramDiceNormalizedPadding;0.5;92;144051003;1596;5116;25;51;94;170090236;1293;3919;18;29
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramOverlapNormalized;0.6;92;143522188;1630;5106;35;17;94;166178873;1292;3915;22;30
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramDice;0.5;92;66183444;1598;5233;22;59;94;102645729;1301;3922;15;21
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramJaccard;0.3;93;71249031;1623;5244;27;48;94;107682332;1302;3918;19;20
PostId_VersionCount_SO_17-06_sample_100_1+;cosineThreeShingleNormalizedBool;0.5;70;153471561;1082;3050;19;43;92;186431458;1179;3207;13;43
PostId_VersionCount_SO_17-06_sample_100_1+;cosineFiveGramNormalizedNormalizedTermFrequency;0.6;91;266571973;1560;5107;18;73;94;276198486;1283;3923;14;39
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleJaccardNormalized;0.7;71;134656355;954;3066;3;171;92;167447406;1102;3214;6;120
PostId_VersionCount_SO_17-06_sample_100_1+;manhattanThreeGramNormalized;0.9;92;231096435;1365;5140;1;282;94;235831003;1195;3931;6;127
PostId_VersionCount_SO_17-06_sample_100_1+;cosineFourGramNormalizedTermFrequency;0.5;91;258303394;1592;5100;25;41;94;259601606;1293;3916;21;29
PostId_VersionCount_SO_17-06_sample_100_1+;tokenOverlapNormalized;0.4;91;151111649;1619;5087;38;14;94;169916749;1299;3913;24;23
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramDiceNormalized;0.9;91;146267498;1344;5123;2;289;94;176292861;1182;3933;4;140
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramDiceNormalizedPadding;0.6;92;146776777;1580;5122;19;67;94;169765751;1289;3923;14;33
PostId_VersionCount_SO_17-06_sample_100_1+;cosineFourGramNormalizedBool;0.6;91;252503505;1564;5106;19;69;94;260817504;1285;3924;13;37
PostId_VersionCount_SO_17-06_sample_100_1+;cosineTokenNormalizedTermFrequency;0.5;94;97925212;1647;5341;30;43;94;98464434;1296;3919;18;26
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramDiceNormalized;0.6;92;103749414;1570;5123;18;77;94;135309773;1285;3924;13;37
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleDiceNormalized;0.9;70;132832978;869;3068;1;256;92;161747635;1059;3215;5;163
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramJaccard;0.5;92;135392026;1563;5238;17;94;94;168411914;1279;3926;11;43
PostId_VersionCount_SO_17-06_sample_100_1+;optimalAlignment;0.7;94;3262199946;1504;5363;8;186;94;4455971176;1234;3931;6;88
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramOverlapNormalizedPadding;0.6;92;146673185;1631;5107;34;16;94;168543170;1301;3918;19;21
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramOverlapNormalizedPadding;0.9;92;145711209;1568;5117;24;79;94;169546894;1259;3923;14;63
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramOptimalAlignmentNormalized;0.5;91;203184752;1524;5112;13;109;94;573462886;1264;3929;8;58
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleJaccard;0.5;67;60071394;917;2629;9;104;87;104123862;963;2528;8;103
PostId_VersionCount_SO_17-06_sample_100_1+;cosineTokenNormalizedTermFrequency;0.7;94;94496803;1605;5347;24;85;94;96938509;1279;3922;15;43
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramLongestCommonSubsequenceNormalized;0.6;91;203959491;1488;5117;8;145;94;576286102;1261;3928;9;61
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramJaccardNormalized;0.4;91;165237667;1557;5107;18;76;94;192058219;1280;3924;13;42
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramOverlap;0.7;92;64305609;1613;5217;38;44;94;103110366;1291;3922;15;31
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramDice;0.7;92;120327976;1542;5240;15;115;94;152287812;1263;3926;11;59
PostId_VersionCount_SO_17-06_sample_100_1+;tokenOverlap;0.4;94;35506972;1663;5332;39;27;94;49644313;1300;3917;20;22
PostId_VersionCount_SO_17-06_sample_100_1+;manhattanTwoShingleNormalized;0.7;84;172924382;1356;4623;12;112;93;195043132;1238;3902;8;71
PostId_VersionCount_SO_17-06_sample_100_1+;cosineTokenNormalizedBool;0.5;94;95212426;1645;5343;28;45;94;96787611;1297;3923;14;25
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramDiceNormalizedPadding;0.5;91;148126288;1578;5106;19;55;94;174479529;1291;3921;16;31
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramOverlapNormalized;0.8;92;104154142;1594;5108;33;53;94;135151708;1276;3922;15;46
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramLongestCommonSubsequence;0.8;94;488290973;1427;5366;5;263;94;1404144203;1211;3931;6;111
PostId_VersionCount_SO_17-06_sample_100_1+;cosineTwoGramNormalizedBool;0.6;94;188471083;1646;5343;28;44;94;201629116;1298;3919;18;24
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramDiceNormalized;0.9;91;143546956;1353;5123;2;280;94;169538127;1196;3933;4;126
PostId_VersionCount_SO_17-06_sample_100_1+;twoGramDiceNormalizedPadding;0.8;94;127557124;1570;5357;14;120;94;152100715;1265;3926;11;57
PostId_VersionCount_SO_17-06_sample_100_1+;tokenJaccardNormalized;0.9;92;170188679;1296;5124;1;337;94;184567196;1144;3932;5;178
PostId_VersionCount_SO_17-06_sample_100_1+;optimalAlignmentNormalized;0.3;94;2988042300;1639;5348;23;51;94;2862669666;1296;3916;21;26
PostId_VersionCount_SO_17-06_sample_100_1+;twoGramDiceNormalized;0.7;94;126733532;1617;5350;21;73;94;151768287;1292;3925;12;30
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramJaccardNormalizedPadding;0.5;92;160926605;1563;5124;17;84;94;182970660;1277;3924;13;45
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramDiceNormalized;0.8;91;146692667;1453;5118;7;180;94;178606029;1240;3929;8;82
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramOptimalAlignment;0.7;94;756585931;1489;5364;7;201;94;2057228998;1232;3931;6;90
PostId_VersionCount_SO_17-06_sample_100_1+;damerauLevenshteinNormalized;0.7;94;3757256414;1508;5363;8;182;94;4997123884;1247;3930;7;75
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramDiceNormalizedPadding;0.7;91;150376916;1513;5114;11;120;94;177994250;1259;3928;9;63
PostId_VersionCount_SO_17-06_sample_100_1+;cosineThreeGramNormalizedNormalizedTermFrequency;0.8;92;240076941;1522;5130;11;125;94;239440040;1259;3928;9;63
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramJaccardNormalized;0.7;91;103821014;1425;5122;3;208;94;134759230;1228;3930;7;94
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramOverlapNormalized;0.5;91;147787049;1612;5090;35;21;94;178868014;1290;3915;22;32
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramJaccard;0.6;93;71055752;1546;5259;12;125;94;106625087;1267;3929;8;55
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleOverlapNormalized;0.6;70;131275417;1103;3053;16;22;92;164875823;1167;3201;19;55
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramOverlap;0.4;92;63035019;1623;5213;42;34;94;106906477;1301;3915;22;21
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramDiceNormalized;0.8;91;100028548;1443;5119;6;190;94;131500945;1237;3929;8;85
PostId_VersionCount_SO_17-06_sample_100_1+;manhattanTwoShingleNormalized;0.8;84;172566365;1303;4627;8;165;93;191748983;1223;3904;6;86
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramDice;0.9;93;109409874;1409;5269;2;262;94;136854239;1204;3933;4;118
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramOptimalAlignment;0.4;93;408089017;1591;5256;15;80;94;1309391196;1287;3924;13;35
PostId_VersionCount_SO_17-06_sample_100_1+;twoGramJaccardNormalized;0.9;94;135508611;1390;5368;3;300;94;157473846;1181;3933;4;141
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramDice;0.8;93;109367168;1524;5262;9;147;94;136653145;1253;3929;8;69
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramOverlapNormalized;0.5;92;141045151;1632;5105;36;15;94;165808664;1293;3912;25;29
PostId_VersionCount_SO_17-06_sample_100_1+;levenshteinNormalized;0.8;94;1111559079;1440;5366;5;250;94;2343580782;1218;3930;7;104
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramOverlapNormalized;0.4;91;145047531;1617;5089;36;16;94;172477907;1293;3910;27;29
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramDiceNormalized;0.4;94;106775811;1650;5334;37;40;94;137165650;1303;3915;22;19
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramJaccardNormalized;0.5;91;104099460;1529;5110;15;104;94;135383427;1267;3925;12;55
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramDiceNormalized;0.8;91;143976733;1460;5117;8;173;94;170066044;1244;3928;9;78
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramDiceNormalizedPadding;0.4;92;144140197;1613;5112;29;34;94;168101617;1299;3917;20;23
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleDiceNormalized;0.8;70;134955622;977;3063;6;148;92;162490557;1116;3213;7;106
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramJaccardNormalized;0.9;91;165140778;1282;5124;1;351;94;191037669;1142;3933;4;180
PostId_VersionCount_SO_17-06_sample_100_1+;cosineThreeGramNormalizedNormalizedTermFrequency;0.5;92;239716800;1611;5114;27;36;94;239861013;1301;3920;17;21
PostId_VersionCount_SO_17-06_sample_100_1+;longestCommonSubsequenceNormalized;0.9;94;1820885845;1381;5369;2;309;94;2426840668;1173;3932;5;149
PostId_VersionCount_SO_17-06_sample_100_1+;tokenOverlap;0.9;94;34498842;1543;5346;25;147;94;48964608;1219;3926;11;103
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramLongestCommonSubsequenceNormalized;0.6;91;163166829;1484;5115;10;149;94;389210400;1255;3928;9;67
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramOptimalAlignment;0.6;92;251667119;1516;5246;9;141;94;1211917218;1258;3930;7;64
PostId_VersionCount_SO_17-06_sample_100_1+;threeShingleDice;0.5;66;56225176;964;2626;12;57;87;83194109;1000;2524;12;66
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramOverlap;0.8;93;67576498;1620;5236;35;51;94;103972824;1284;3922;15;38
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramOptimalAlignmentNormalized;0.9;91;261576619;1288;5124;1;345;94;857620433;1145;3933;4;177
PostId_VersionCount_SO_17-06_sample_100_1+;levenshtein;0.9;94;1102388033;1363;5369;2;327;94;2479737895;1159;3932;5;163
PostId_VersionCount_SO_17-06_sample_100_1+;longestCommonSubsequenceNormalized;0.3;94;1810907830;1634;5336;35;56;94;2436352481;1296;3916;21;26
PostId_VersionCount_SO_17-06_sample_100_1+;twoShingleJaccard;0.6;80;70246106;1220;4212;7;159;91;83532577;1081;3176;6;114
PostId_VersionCount_SO_17-06_sample_100_1+;threeGramDiceNormalized;0.9;92;141640417;1389;5139;2;258;94;167129936;1203;3933;4;119
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingTwoGramDice;0.3;94;70788261;1653;5331;40;37;94;104584369;1301;3910;27;21
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramLongestCommonSubsequenceNormalized;0.5;91;163549967;1529;5111;14;104;94;390392982;1266;3926;11;56
PostId_VersionCount_SO_17-06_sample_100_1+;fourGramDiceNormalizedPadding;0.6;91;159058541;1556;5107;18;77;94;174071209;1284;3924;13;38
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramDiceNormalized;0.8;92;103641009;1473;5132;9;174;94;139088140;1248;3929;8;74
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFiveGramJaccardNormalized;0.9;91;102334568;1275;5123;2;358;94;142147228;1138;3935;2;184
PostId_VersionCount_SO_17-06_sample_100_1+;fiveGramJaccard;0.3;92;140321063;1600;5230;25;57;94;173440985;1299;3921;16;23
PostId_VersionCount_SO_17-06_sample_100_1+;cosineTwoGramNormalizedBool;0.5;94;188256461;1656;5336;35;34;94;204234067;1301;3914;23;21
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingThreeGramLongestCommonSubsequenceNormalized;0.7;92;271679981;1449;5135;6;198;94;858634888;1242;3930;7;80
PostId_VersionCount_SO_17-06_sample_100_1+;winnowingFourGramOptimalAlignment;0.8;92;250857537;1385;5253;2;272;94;1212410188;1192;3931;6;130
