sample;metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotal;truePositivesText;trueNegativesText;falsePositivesText;falseNegativesText;numberOfCodePostsWithThisMetric;runtimeCodeTotal;truePositivesCode;trueNegativesCode;falsePositivesCode;falseNegativesCode
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramDiceNormalized;0.8;77;54945814;643;3527;8;70;97;121965213;784;3726;12;32
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;longestCommonSubsequence;0.3;99;236571734;869;4499;23;37;99;1298168176;803;3748;16;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;manhattanTwoShingleNormalized;0.7;69;62525800;529;2817;8;44;97;139909069;789;3726;12;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineFiveGramNormalizedTermFrequency;0.3;76;97854418;696;3523;12;17;97;196159167;796;3722;16;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;tokenDice;0.7;99;18885260;841;4510;12;65;99;34640650;795;3749;15;29
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineFiveGramNormalizedBool;0.3;76;98450653;696;3523;12;17;97;198022831;797;3723;15;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramDiceNormalized;0.8;99;61951085;842;4509;13;64;99;110255103;800;3751;13;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramOverlapNormalizedPadding;0.9;76;60377314;651;3525;10;62;97;125761068;779;3724;14;37
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoShingleOverlap;0.6;67;26756490;535;2731;10;20;81;59010959;674;3121;13;22
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramJaccard;0.9;83;54125131;666;3956;8;122;99;112207149;767;3757;7;57
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;levenshtein;0.5;99;113931552;853;4506;16;53;99;1126457181;808;3751;13;16
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineTwoGramNormalizedBool;0.7;99;96823734;861;4508;14;45;99;141723011;801;3750;14;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFiveGramOptimalAlignment;0.6;79;36131713;676;3711;10;67;99;410449280;799;3753;11;25
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeShingleNormalizedNormalizedTermFrequency;0.8;39;38120625;292;1590;1;33;83;124865391;638;2966;4;32
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramOverlap;0.9;83;46284595;740;3945;19;48;99;101531547;790;3746;18;34
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;manhattanThreeShingleNormalized;0.5;40;37915734;312;1590;1;13;83;125288222;652;2964;6;18
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramLongestCommonSubsequence;0.5;89;48017980;783;4160;10;50;99;434959447;805;3751;13;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramJaccard;0.6;89;32610964;772;4160;10;61;99;72916940;804;3752;12;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramDiceNormalized;0.6;86;43787343;771;4087;13;46;99;94081854;801;3749;15;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramJaccardNormalized;0.6;86;46001191;751;4089;11;66;99;96676240;801;3752;12;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFiveGramOptimalAlignment;0.9;80;36200328;629;3713;8;114;99;407170861;765;3756;8;59
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;manhattanTwoShingleNormalized;0.6;68;62384999;540;2816;9;33;97;139634822;797;3726;12;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFiveGramDice;0.3;79;24923099;721;3708;13;22;99;72310091;804;3747;17;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;longestCommonSubsequence;0.7;99;235180992;825;4510;12;81;99;1286210917;797;3751;13;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoShingleOverlap;0.4;66;26807764;538;2730;11;17;81;57303155;673;3118;16;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingTwoGramOverlapNormalized;0.5;99;53439355;862;4493;29;44;99;95553195;796;3743;21;28
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineTokenNormalizedTermFrequency;0.9;99;48032567;799;4514;8;107;99;71415306;789;3755;9;35
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineTwoGramNormalizedNormalizedTermFrequency;0.3;99;97365456;888;4505;17;18;99;142887177;800;3744;20;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramOverlap;0.3;79;45405244;720;3703;18;23;99;105590695;800;3741;23;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramLongestCommonSubsequenceNormalized;0.8;81;50732181;668;3833;10;97;99;213181786;779;3756;8;45
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;manhattanThreeGramNormalized;0.7;86;100114325;759;4090;10;58;99;170413414;801;3750;14;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoShingleDiceNormalized;0.9;69;53985105;496;2820;5;77;97;126050771;769;3731;7;47
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingTwoGramOptimalAlignmentNormalized;0.3;99;102193421;869;4506;16;37;99;723895049;804;3750;14;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramDiceNormalized;0.3;86;44096803;797;4087;13;20;99;94322220;804;3748;16;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;damerauLevenshteinNormalized;0.6;99;709019270;841;4508;14;65;99;2162961312;804;3751;13;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramDiceNormalized;0.6;76;55187879;671;3525;10;42;97;123334116;795;3725;13;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingTwoGramDiceNormalized;0.6;99;50676683;866;4508;14;40;99;95585544;802;3748;16;22
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramJaccardNormalizedPadding;0.6;82;67236139;700;3832;11;65;99;134545716;800;3752;12;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramDice;0.9;99;45568652;811;4511;11;95;99;83655786;791;3753;11;33
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramJaccard;0.8;79;54359116;643;3714;7;100;99;118013163;776;3753;11;48
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoShingleOverlapNormalized;0.9;68;54293832;537;2813;12;36;97;125596128;780;3722;16;36
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeShingleNormalizedNormalizedTermFrequency;0.5;40;38731782;315;1590;1;10;83;125581236;652;2964;6;18
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeShingleOverlapNormalized;0.6;40;33310769;313;1587;4;12;83;113020534;652;2962;8;18
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeShingleDice;0.6;41;16873464;296;1522;2;22;66;58911765;568;2735;5;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramOverlap;0.4;83;26724802;766;3946;18;22;99;70052627;798;3742;22;26
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;optimalAlignmentNormalized;0.3;99;432173390;870;4504;18;36;99;1613880622;806;3749;15;18
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeGramNormalizedBool;0.8;86;104048452;754;4090;10;63;99;172526251;800;3752;12;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeGramOverlapNormalized;0.6;86;59640361;787;4079;21;30;99;116930361;796;3742;22;28
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramLongestCommonSubsequence;0.5;83;38081980;738;3952;12;50;99;312953287;799;3750;14;25
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramJaccardNormalized;0.9;86;45558651;694;4092;8;123;99;96663930;770;3756;8;54
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramOptimalAlignmentNormalized;0.6;87;65757075;746;4088;12;71;99;403617098;800;3752;12;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;levenshtein;0.4;99;114353948;863;4506;16;43;99;1126292833;807;3750;14;17
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;damerauLevenshteinNormalized;0.4;99;711575673;863;4506;16;43;99;2490975149;806;3749;15;18
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFiveGramLongestCommonSubsequence;0.9;79;32479190;629;3713;8;114;99;272599731;766;3756;8;58
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineTokenNormalizedTermFrequency;0.3;99;49292758;885;4507;15;21;99;72216337;805;3748;16;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineFiveGramNormalizedTermFrequency;0.6;76;98097907;681;3524;11;32;97;198648273;797;3725;13;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineFourGramNormalizedNormalizedTermFrequency;0.9;82;102668367;668;3836;7;97;99;187706071;782;3753;11;42
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeGramNormalizedTermFrequency;0.5;86;102351508;795;4089;11;22;99;173862992;805;3750;14;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramDiceNormalizedPadding;0.5;76;58049730;678;3524;11;35;97;126115717;795;3724;14;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramJaccard;0.7;89;31033076;760;4161;9;73;99;74030235;797;3752;12;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramDice;0.9;79;45244296;639;3714;7;104;99;103609196;776;3754;10;48
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;tokenOverlapNormalized;0.5;82;60856092;757;3916;18;25;99;120585483;796;3742;22;28
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeShingleNormalizedTermFrequency;0.8;40;38553749;291;1590;1;34;83;124872443;640;2966;4;30
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramDiceNormalized;0.9;99;61790331;815;4511;11;91;99;107527602;790;3753;11;34
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramDiceNormalized;0.4;86;44827025;792;4087;13;25;99;94491298;803;3748;16;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;levenshteinNormalized;0.3;99;128963531;870;4504;18;36;99;954772868;806;3749;15;18
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoShingleDiceNormalized;0.4;69;55104078;555;2816;9;18;97;126906235;797;3725;13;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineFiveGramNormalizedTermFrequency;0.4;77;97808332;696;3525;10;17;97;195406664;797;3723;15;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;manhattanTwoGramNormalized;0.3;99;94920130;882;4505;17;24;99;139892965;803;3747;17;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramDice;0.3;89;29440618;815;4157;13;18;99;70364113;807;3749;15;17
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;manhattanFiveGramNormalized;0.5;77;95571887;682;3525;10;31;97;195247326;797;3725;13;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoShingleJaccard;0.3;66;27545088;527;2732;9;28;81;60387973;673;3121;13;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeGramJaccardNormalized;0.7;86;66532789;742;4091;9;75;99;126093898;796;3753;11;28
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramDiceNormalized;0.3;81;57489109;748;3832;11;17;99;121230045;804;3749;15;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramJaccardNormalized;0.4;82;42472288;719;3830;13;46;99;95192251;803;3750;14;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoShingleDice;0.7;66;25998001;502;2733;8;53;81;56410331;667;3126;8;29
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramJaccardNormalized;0.7;99;67892789;836;4510;12;70;99;113053890;797;3751;13;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramDiceNormalizedPadding;0.4;99;63785617;881;4504;18;25;99;109497555;802;3747;17;22
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeGramOverlap;0.3;89;48259367;804;4148;22;29;99;95855180;798;3741;23;26
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeShingleOverlap;0.9;40;16720559;279;1523;1;39;67;58963714;545;2734;6;46
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramOptimalAlignment;0.6;83;43763827;720;3954;10;68;99;461538738;799;3752;12;25
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;manhattanThreeGramNormalized;0.9;86;99224941;715;4093;7;102;99;168057694;781;3755;9;43
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramJaccardNormalizedPadding;0.3;81;67875063;736;3830;13;29;99;136252880;804;3750;14;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramJaccardNormalizedPadding;0.8;76;66852028;609;3530;5;104;97;138377208;769;3728;10;47
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;levenshtein;0.9;99;115153888;776;4512;10;130;99;1125280956;771;3756;8;53
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramOverlapNormalizedPadding;0.8;81;62009310;736;3832;11;29;99;123989175;803;3751;13;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeShingleNormalizedNormalizedTermFrequency;0.4;39;39393956;317;1589;2;8;83;128941361;655;2963;7;15
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeShingleDice;0.9;40;16550230;261;1523;1;57;67;58746679;538;2736;4;53
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramJaccardNormalized;0.9;99;67651240;783;4515;7;123;99;113387688;778;3754;10;46
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFiveGramOptimalAlignmentNormalized;0.9;76;47705206;602;3527;8;111;97;224807869;763;3730;8;53
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeShingleDice;0.4;40;16750543;309;1521;3;9;66;58795910;571;2733;7;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeShingleJaccard;0.3;41;17519527;305;1522;2;13;66;62346570;570;2733;7;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineTwoShingleNormalizedTermFrequency;0.9;69;62844722;495;2820;5;78;97;141882422;774;3731;7;42
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramDice;0.9;83;26026215;682;3954;10;106;99;68639814;776;3754;10;48
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFiveGramOverlapNormalized;0.3;76;38887789;695;3521;14;18;97;93714749;791;3717;21;25
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeGramDiceNormalizedPadding;0.6;86;62089909;779;4087;13;38;99;119221858;801;3750;14;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeGramNormalizedBool;0.7;86;103338070;770;4089;11;47;99;176259177;801;3751;13;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;manhattanThreeGramNormalized;0.6;86;99886053;777;4088;12;40;99;168306729;804;3751;13;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFiveGramDice;0.6;79;24559400;699;3710;11;44;99;69077628;801;3750;14;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramLongestCommonSubsequenceNormalized;0.9;81;50680250;647;3835;8;118;99;213767236;772;3757;7;52
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramOverlap;0.3;83;47269231;758;3942;22;30;99;102163552;799;3741;23;25
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramJaccard;0.8;83;54225415;693;3955;9;95;99;112522928;782;3753;11;42
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramOverlapNormalizedPadding;0.5;76;58510547;696;3523;12;17;97;127671405;796;3721;17;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineFourGramNormalizedBool;0.8;81;100483205;700;3833;10;65;99;188738462;795;3752;12;29
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramOverlapNormalizedPadding;0.6;82;60344897;745;3831;12;20;99;124084307;803;3747;17;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramDice;0.7;89;29124325;779;4159;11;54;99;71129064;805;3752;12;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramDiceNormalized;0.7;99;61698254;859;4508;14;47;99;108971228;801;3751;13;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingTwoGramJaccard;0.4;99;35665299;869;4506;16;37;99;73028463;807;3750;14;17
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeGramNormalizedTermFrequency;0.3;86;103077427;800;4086;14;17;99;172288108;802;3746;18;22
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramLongestCommonSubsequence;0.4;84;37895748;749;3950;14;39;99;310653007;803;3751;13;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;tokenDiceNormalized;0.5;82;60413338;751;3923;11;31;99;120786527;800;3748;16;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineFourGramNormalizedBool;0.6;81;100905981;731;3832;11;34;99;189601855;803;3750;14;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramDiceNormalized;0.4;81;58430369;744;3832;11;21;99;123084770;803;3749;15;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramJaccard;0.6;84;54369009;728;3953;11;60;99;113458937;801;3751;13;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFiveGramOverlap;0.7;79;24991846;718;3706;15;25;99;70105720;797;3743;21;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramOverlapNormalized;0.8;86;44583083;783;4086;14;34;99;95259022;797;3744;20;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeShingleNormalizedTermFrequency;0.5;40;38660901;315;1590;1;10;84;125653679;652;2964;6;18
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeGramNormalizedTermFrequency;0.6;86;102871263;789;4089;11;28;99;173273133;805;3751;13;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramLongestCommonSubsequence;0.9;89;48086114;718;4165;5;115;99;438278702;769;3757;7;55
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeGramJaccard;0.8;90;55249551;741;4160;10;92;99;107211327;789;3753;11;35
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramDiceNormalized;0.7;86;44240453;758;4089;11;59;99;94370485;801;3752;12;23
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingTwoGramOverlapNormalized;0.8;99;51275214;860;4499;23;46;99;95541700;797;3744;20;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramOptimalAlignmentNormalized;0.5;81;55697043;707;3830;13;58;99;294353603;804;3751;13;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramDiceNormalizedPadding;0.6;77;58353990;668;3523;12;45;97;126605407;795;3725;13;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeGramNormalizedNormalizedTermFrequency;0.6;87;104106136;787;4089;11;30;99;173011508;802;3750;14;22
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramOverlapNormalized;0.9;82;41102237;710;3830;13;55;99;95146993;786;3746;18;38
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramLongestCommonSubsequenceNormalized;0.6;82;50923505;697;3832;11;68;99;213404046;800;3752;12;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramOverlapNormalized;0.8;99;62452953;861;4494;28;45;99;107257771;800;3745;19;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;tokenOverlapNormalized;0.3;82;61534104;756;3914;20;26;99;120852609;797;3741;23;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramOptimalAlignmentNormalized;0.5;87;66019420;761;4087;13;56;99;409048044;802;3751;13;22
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineTwoShingleNormalizedNormalizedTermFrequency;0.5;68;63066015;555;2817;8;18;97;141249127;797;3725;13;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingTwoGramOptimalAlignment;0.6;99;101226851;833;4509;13;73;99;851026644;804;3753;11;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;tokenOverlapNormalized;0.4;82;61547049;756;3915;19;26;99;121415583;795;3741;23;29
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingTwoGramJaccardNormalized;0.8;99;52756457;808;4512;10;98;99;97708669;787;3753;11;37
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeGramNormalizedNormalizedTermFrequency;0.5;86;103001179;797;4089;11;20;99;172678808;802;3749;15;22
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineFiveGramNormalizedBool;0.4;77;97721529;695;3525;10;18;97;195604654;797;3723;15;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingTwoGramOptimalAlignment;0.4;99;101892635;863;4507;15;43;99;855424939;807;3751;13;17
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineTokenNormalizedTermFrequency;0.6;99;48539015;864;4509;13;42;99;71787439;804;3749;15;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramLongestCommonSubsequenceNormalized;0.4;82;50827575;721;3829;14;44;99;214631169;804;3750;14;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramDice;0.8;83;26121283;716;3954;10;72;99;68595130;794;3751;13;30
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingTwoGramLongestCommonSubsequence;0.4;99;76578442;863;4507;15;43;99;423718502;806;3751;13;18
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramOverlap;0.6;83;26869180;762;3947;17;26;99;69531744;797;3743;21;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeShingleOverlapNormalized;0.4;40;33606801;317;1586;5;8;83;113007751;655;2961;9;15
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;longestCommonSubsequence;0.6;99;233753241;841;4507;15;65;99;1292327692;804;3750;14;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramDiceNormalizedPadding;0.5;81;60103848;732;3831;12;33;99;123723049;803;3750;14;21
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramOverlap;0.5;89;30600442;794;4144;26;39;99;70455826;805;3744;20;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramDiceNormalizedPadding;0.9;99;63189163;811;4510;12;95;99;108117928;790;3753;11;34
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFiveGramOptimalAlignmentNormalized;0.7;76;48052419;639;3526;9;74;97;222452689;777;3725;13;39
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramJaccardNormalized;0.8;99;67558680;815;4511;11;91;99;111924204;791;3753;11;33
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;damerauLevenshteinNormalized;0.7;99;714282941;823;4510;12;83;99;2149279822;796;3751;13;28
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramOptimalAlignmentNormalized;0.4;87;65720873;773;4086;14;44;99;408668312;804;3751;13;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeGramDiceNormalizedPadding;0.8;86;61497340;745;4089;11;72;99;117969174;798;3752;12;26
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineFiveGramNormalizedNormalizedTermFrequency;0.7;76;99494714;661;3525;10;52;97;198285420;794;3725;13;22
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingTwoGramOverlap;0.5;99;34571430;857;4490;32;49;99;71172050;802;3743;21;22
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramDiceNormalizedPadding;0.8;99;62964481;837;4508;14;69;99;110007390;800;3751;13;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoShingleJaccard;0.5;66;27779427;511;2733;8;44;81;58693244;669;3125;9;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeShingleJaccardNormalized;0.6;40;34091360;295;1590;1;30;83;112538759;643;2966;4;27
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineTwoGramNormalizedBool;0.9;99;95729033;815;4511;11;91;99;141114998;790;3753;11;34
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFiveGramOverlap;0.5;79;25074750;724;3706;15;19;99;70801388;800;3742;22;24
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramJaccardNormalized;0.3;86;45980960;784;4087;13;33;99;97785031;804;3750;14;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineThreeGramNormalizedTermFrequency;0.7;87;102873848;775;4088;12;42;99;172017823;805;3751;13;19
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramOptimalAlignmentNormalized;0.8;87;65962927;718;4092;8;99;99;408391655;780;3757;7;44
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingFourGramOptimalAlignment;0.7;83;45101101;709;3954;10;79;99;458148738;789;3753;11;35
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;winnowingThreeGramOverlap;0.3;89;30233021;795;4144;26;38;99;70458984;804;3743;21;20
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;cosineTwoGramNormalizedNormalizedTermFrequency;0.9;99;97086675;820;4511;11;86;99;142662912;793;3752;12;31
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fourGramJaccardNormalizedPadding;0.8;81;68521104;664;3834;9;101;99;135406903;780;3753;11;44
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;fiveGramDiceNormalizedPadding;0.7;77;58233724;653;3525;10;60;97;126149125;794;3726;12;22
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;damerauLevenshtein;0.6;99;696632418;841;4508;14;65;99;2073249386;808;3751;13;16
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramJaccardNormalizedPadding;0.7;99;69156555;831;4509;13;75;99;113564808;796;3751;13;28
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;threeGramJaccardNormalizedPadding;0.7;86;68865880;738;4090;10;79;99;127633621;796;3753;11;28
PostId_VersionCount_SO_17-06_sample_100_multiple_possible_links;twoGramOverlapNormalizedPadding;0.9;99;64057899;870;4507;15;36;99;110622898;800;3748;16;24
