MetricType;Metric;Threshold;InformednessText;MarkednessText;MatthewsCorrelationText;FScoreText;RuntimeText;InformednessCode;MarkednessCode;MatthewsCorrelationCode;FScoreCode;RuntimeCode;PostCount;PostVersionCount;PostBlockVersionCount;PossibleConnections;TextBlockVersionCount;PossibleConnectionsText;TruePositivesText;TrueNegativesText;FalsePositivesText;FalseNegativesText;FailuresText;PrecisionText;RecallText;InversePrecisionText;InverseRecallText;FailureRateText;CodeBlockVersionCount;PossibleConnectionsCode;TruePositivesCode;TrueNegativesCode;FalsePositivesCode;FalseNegativesCode;FailuresCode;PrecisionCode;RecallCode;InversePrecisionCode;InverseRecallCode;FailureRateCode
SET;fourGramJaccard;0.5;0.9344095436997863;0.9718596577670067;0.9529506489605322;0.9632005702575068;9958400666;0.9698304819328958;0.9834081415954947;0.9765957156880691;0.9822282980177718;12385823785;700;3005;14280;42604;8066;24586;5405;18768;50;363;568;0.9908340971585701;0.9370665742024965;0.9810255606084366;0.9973429694972898;0.023102578703327097;6214;18018;4311;13551;33;123;0;0.9924033149171271;0.9722598105548038;0.9910048266783678;0.9975706713780919;0.0
FINGERPRINT;winnowingFourGramLongestCommonSubsequenceNormalized;0.0;0.9715120817867156;0.9623129345416728;0.9669015680858438;0.9746900826446281;14267918138;0.9721151685258944;0.9707891860434752;0.9714519510473839;0.9784837219781457;30236419582;700;3005;14280;42604;8066;24586;5661;18631;187;107;692;0.9680232558139535;0.9814493758668515;0.9942896787277191;0.990062705919864;0.028146099406166112;6214;18018;4343;13484;100;91;0;0.9774926851226649;0.9794767704104645;0.9932965009208103;0.9926383981154299;0.0
PROFILE;cosineTokenNormalizedNormalizedTermFrequency;0.8;0.9100540081065596;0.96757210278848;0.9383724581821167;0.9510805678632789;6908032477;0.9434983607236722;0.9775784907644163;0.9603872674681545;0.9694585839888941;7335394872;700;3005;14280;42604;8066;24586;5259;18786;32;509;0;0.993951993951994;0.911754507628294;0.9736201088364861;0.9982995004782655;0.0;6214;18018;4190;13564;20;244;0;0.995249406175772;0.9449706811005864;0.9823290845886443;0.998527679623086;0.0
SET;threeGramJaccard;0.8;0.8538375259382929;0.9552224456221314;0.9031083931016953;0.9206052680739772;9102920081;0.9276282811426642;0.9736123027101835;0.9503422051358125;0.9613633710750555;11758441536;700;3005;14280;42604;8066;24586;4928;18808;10;840;280;0.9979748886188741;0.8543689320388349;0.9572475570032574;0.999468593899458;0.011388595135442934;6214;18018;4118;13569;15;316;0;0.9963706750544399;0.9287325214253496;0.9772416276557436;0.9988957597173145;0.0
SET;twoShingleDiceNormalized;0.3;0.969650870614186;0.9772070634885619;0.9734216352033769;0.9796025104602509;12716365666;0.9802282714201696;0.983824640967498;0.9820248098679277;0.9864314789687925;14817390128;700;3005;14280;42604;8066;24586;5619;18733;85;149;2354;0.9850981767180925;0.9741678224687933;0.9921088867704693;0.9954830481453927;0.09574554624583097;6214;18018;4362;13536;48;72;65;0.9891156462585035;0.9837618403247632;0.9947089947089947;0.9964664310954063;0.0036075036075036075
PROFILE;cosineTwoGramNormalizedNormalizedTermFrequency;0.1;0.9747868626683012;0.9677227472636212;0.9712483826178836;0.9780115547124256;13498112156;0.9757049206979156;0.9743740417293081;0.9750392541408792;0.9811873380646615;15310769418;700;3005;14280;42604;8066;24586;5671;18660;158;97;4;0.9728941499399554;0.9831830790568654;0.9948285973236658;0.9916037836114359;1.6269421622061337E-4;6214;18018;4355;13496;88;79;0;0.9801935629079451;0.9821831303563374;0.9941804788213628;0.9935217903415783;0.0
PROFILE;cosineTokenNormalizedTermFrequency;0.2;0.976327940359873;0.9725952011218919;0.974459783426301;0.9804633471645919;6960139785;0.9816784771067131;0.9815293853705485;0.9816039284080155;0.9861314691622505;7535218816;700;3005;14280;42604;8066;24586;5671;18689;129;97;0;0.9777586206896551;0.9831830790568654;0.9948365804322368;0.9931448613030077;0.0;6214;18018;4373;13522;62;61;0;0.9860202931228861;0.9862426702751466;0.9955090922476625;0.9954358068315665;0.0
PROFILE;cosineTwoShingleNormalizedBool;0.1;0.9802596637415499;0.975698327073081;0.9779763361195665;0.9831533477321813;14685634121;0.980859337021506;0.980263934251056;0.9805615904447734;0.9853471596032461;16706410728;700;3005;14280;42604;8066;24586;5690;18701;117;78;2354;0.9798519028758395;0.9864771151178918;0.9958464241972416;0.9937825486236582;0.09574554624583097;6214;18018;4371;13517;67;63;65;0.9849031095087878;0.9857916102841678;0.9953608247422681;0.995067726737338;0.0036075036075036075
SET;threeGramOverlapNormalizedPadding;0.4;0.9787019842158384;0.973222309729068;0.9759583011660694;0.9816109816109816;10854474209;0.979138076954341;0.9786921921255876;0.9789151091530237;0.9841055123435914;13288092443;700;3005;14280;42604;8066;24586;5685;18688;130;83;355;0.9776440240756664;0.9856102635228848;0.9955782856534016;0.9930917206929536;0.014439111689579436;6214;18018;4365;13512;72;69;0;0.9837728194726166;0.9844384303112313;0.994919372652971;0.9946996466431095;0.0
SET;twoShingleDice;0.9;0.7948776689889825;0.9394026439483063;0.8641239401056522;0.8853503184713376;6396635497;0.8665692225670254;0.9570607608510713;0.9106917148410426;0.9281661233852468;7236624669;700;3005;14280;42604;8066;24586;4587;18811;7;1181;2813;0.998476273400087;0.795249653259362;0.9409263705482193;0.9996280157296206;0.11441470755714635;6214;18018;3844;13579;5;590;1019;0.9987009612886464;0.8669373026612539;0.958359799562425;0.9996319199057715;0.05655455655455655
FINGERPRINT;winnowingTwoGramDiceNormalized;0.1;0.9732796704073432;0.9673712068566569;0.9703209414265986;0.9773021489600415;9698443816;0.9755530067212721;0.9745174997180963;0.9750351157535226;0.9811830985915493;10896463703;700;3005;14280;42604;8066;24586;5662;18661;157;106;4;0.9730194191441829;0.981622746185853;0.994351787712474;0.9916569242214901;1.6269421622061337E-4;6214;18018;4354;13497;87;80;0;0.9804098176086466;0.981957600360848;0.9941076821094498;0.993595406360424;0.0
SET;threeGramDiceNormalized;0.9;0.8427949661322582;0.9522950252395215;0.8958735700670384;0.9141997932525139;10240908516;0.9191317573329125;0.9711566326910814;0.9447861675801925;0.9568480300187617;13168657606;700;3005;14280;42604;8066;24586;4864;18809;9;904;355;0.9981530884465422;0.8432732316227461;0.9541419367929792;0.9995217345095122;0.014439111689579436;6214;18018;4080;13570;14;354;0;0.9965803615046409;0.9201623815967523;0.9745762711864406;0.9989693757361602;0.0
SET;tokenJaccard;0.7;0.8774577347889978;0.9603155368684271;0.9179522295104743;0.933665008291874;2573597947;0.9210832293345192;0.9722132770688248;0.9463029878661742;0.9580501523318491;3578119510;700;3005;14280;42604;8066;24586;5067;18799;19;701;0;0.9962642548171451;0.8784674063800277;0.9640512820512821;0.9989903284089702;0.0;6214;18018;4088;13572;12;346;0;0.9970731707317073;0.9219666215606676;0.9751401063371175;0.9991166077738516;0.0
PROFILE;manhattanThreeGramNormalized;0.2;0.9804164322264117;0.9781851541559319;0.979300157711823;0.984162700129814;16747182219;0.9816737951677608;0.9821215358840709;0.9818976400049579;0.986350817822899;17995895656;700;3005;14280;42604;8066;24586;5686;18717;101;82;355;0.9825470883013652;0.9857836338418863;0.9956380658545667;0.9946327983845255;0.014439111689579436;6214;18018;4372;13525;59;62;0;0.9866847212818777;0.9860171402796571;0.9954368146021932;0.9956566548881036;0.0
SET;twoGramDiceNormalized;0.2;0.9737858328755085;0.9679890758521412;0.9708831281071225;0.9777317452097359;9402600256;0.9751019467302933;0.9743622549302695;0.974732030664338;0.9809534542995605;12135083962;700;3005;14280;42604;8066;24586;5664;18664;154;104;4;0.9735304228257133;0.9819694868238558;0.994458653026428;0.9918163460516527;1.6269421622061337E-4;6214;18018;4352;13497;87;82;0;0.9804009912142374;0.9815065403698692;0.9939612637160321;0.993595406360424;0.0
SET;threeShingleJaccard;0.0;0.9663441758849531;0.9558459720364705;0.9610807396470576;0.9702442380460956;7381219396;0.9628275962646495;0.9632667412431104;0.963047143722874;0.9721376198533559;8219393538;700;3005;14280;42604;8066;24586;5641;18599;219;127;4824;0.9626279863481229;0.9779819694868238;0.9932179856883477;0.9883622063981294;0.1962092247620597;6214;18018;4309;13462;122;125;1786;0.9724667118032047;0.971808750563825;0.9908000294399057;0.9910188457008245;0.09912309912309912
PROFILE;manhattanTwoGramNormalized;0.4;0.9706658488958175;0.9764399053560269;0.9735485964389039;0.9797162009227822;13030932215;0.9811350733410795;0.9835298444864593;0.9823317291543435;0.9866696791685495;15076997945;700;3005;14280;42604;8066;24586;5627;18726;92;141;4;0.9839132715509704;0.9755547850208044;0.9925266338050565;0.9951110638750132;1.6269421622061337E-4;6214;18018;4367;13533;51;67;0;0.9884563150746944;0.9848894903022102;0.9950735294117647;0.9962455830388692;0.0
SET;fiveGramDice;0.7;0.9203247023941576;0.969101414634169;0.9443982057442448;0.9561545372866128;8600406070;0.9629079861526177;0.9819627216374198;0.9723886809135693;0.9789521848547242;11656207438;700;3005;14280;42604;8066;24586;5321;18777;41;447;825;0.9923535994032078;0.92250346740638;0.9767478152309613;0.9978212349877776;0.033555682095501506;6214;18018;4279;13555;29;155;0;0.9932683379758589;0.965042850699143;0.9886943836615609;0.9978651354534747;0.0
SET;fiveGramOverlapNormalized;0.2;0.9762635046062811;0.9709127347224138;0.9735844437268768;0.9797962355379036;10876928461;0.9706649628393509;0.9730341783612495;0.9718488486284482;0.9787618617261635;13766799984;700;3005;14280;42604;8066;24586;5674;18678;140;94;910;0.9759201926384589;0.9837031900138696;0.9949925420839548;0.9925603145924116;0.03701293419018954;6214;18018;4332;13498;86;102;21;0.9805341783612495;0.9769959404600812;0.9925;0.9936690223792697;0.0011655011655011655
FINGERPRINT;winnowingTwoGramOptimalAlignment;1.0;0.6634490186970925;0.9054802022217514;0.7750741587833166;0.7975000000000001;51707500952;0.7928945300608374;0.9356094926611949;0.8613011372360173;0.8842237586423631;130259763153;700;3005;14280;42604;8066;24586;3828;18814;4;1940;0;0.9989561586638831;0.6636615811373093;0.9065240435578683;0.9997874375597832;0.0;6214;18018;3517;13580;4;917;0;0.9988639591025277;0.7931889941362201;0.9367455335586673;0.9997055359246172;0.0
SET;tokenJaccardNormalized;0.0;0.9760031082466121;0.9661933842056776;0.9710858593101098;0.9778848636089837;12738228986;0.9733900505410329;0.9716211394977274;0.9725051928305725;0.9792792792792793;14272431253;700;3005;14280;42604;8066;24586;5682;18647;171;86;587;0.9707842132239877;0.9850901525658807;0.99540917098169;0.9909129556807312;0.02387537623037501;6214;18018;4348;13486;98;86;0;0.9779577147998201;0.9806044203879116;0.9936634246979075;0.9927856301531213;0.0
SET;twoGramDice;0.2;0.9723457297134432;0.9673610703425091;0.9698501976277388;0.9769410139044822;6739526019;0.9749547146926019;0.9739198427503419;0.9744371413396162;0.9807323943661972;9737033151;700;3005;14280;42604;8066;24586;5656;18663;155;112;0;0.973326449836517;0.9805825242718447;0.994034620505992;0.9917632054415985;0.0;6214;18018;4352;13495;89;82;0;0.9799594685881559;0.9815065403698692;0.9939603741621861;0.9934481743227326;0.0
FINGERPRINT;winnowingFiveGramLongestCommonSubsequence;0.2;0.9687308784091249;0.9767580924141339;0.972736205174643;0.9790722009068713;9828528849;0.981958895365239;0.9842052900439398;0.9830814510630194;0.9872359652095335;37953899813;700;3005;14280;42604;8066;24586;5614;18732;86;154;825;0.9849122807017544;0.9733009708737864;0.9918458117123795;0.9954299075353386;0.033555682095501506;6214;18018;4370;13535;49;64;0;0.9889115184430867;0.9855660802886784;0.995293771600853;0.9963928150765606;0.0
SET;twoGramJaccard;0.5;0.9567769681962663;0.9766371810745071;0.9666560717940041;0.9742281643064473;7453025390;0.9766840436332802;0.9840483145857848;0.9803592642598725;0.9851457081301734;10250429351;700;3005;14280;42604;8066;24586;5538;18755;63;230;0;0.9887520085698982;0.960124826629681;0.9878851725046089;0.9966521415665852;0.0;6214;18018;4344;13543;41;90;0;0.9906499429874572;0.979702300405954;0.9933983715983276;0.9969817432273262;0.0
SET;tokenDice;0.4;0.9661834642341582;0.9761048896150974;0.9711315069053293;0.9778204680405168;2382934634;0.9726291856534233;0.9820931025893147;0.9773496890096651;0.9828506530380466;3501707451;700;3005;14280;42604;8066;24586;5599;18733;85;169;0;0.985045742434905;0.9707004160887656;0.9910591471801926;0.9954830481453927;0.0;6214;18018;4327;13540;44;107;0;0.9899336536261725;0.9758682904826342;0.9921594489631421;0.9967608951707891;0.0
FINGERPRINT;winnowingFourGramLongestCommonSubsequenceNormalized;0.1;0.9747901977759366;0.9751420017489827;0.9749660838944674;0.9808375964623256;14502960393;0.9803989131526225;0.9812939332483832;0.9808463211125263;0.9855563078311893;30691253083;700;3005;14280;42604;8066;24586;5656;18709;109;112;692;0.9810928013876843;0.9805825242718447;0.9940492003612985;0.9942076735040918;0.028146099406166112;6214;18018;4367;13523;61;67;0;0.9862240289069557;0.9848894903022102;0.9950699043414275;0.9955094228504122;0.0
FINGERPRINT;winnowingFourGramOptimalAlignment;0.8;0.8384746566460626;0.9505013547452346;0.8927324890814872;0.911487758945386;17942644557;0.9152883835316881;0.971293646847244;0.9428752791103456;0.9551922850758556;74485356936;700;3005;14280;42604;8066;24586;4840;18806;12;928;568;0.9975267930750206;0.8391123439667129;0.9529745616702139;0.9993623126793496;0.023102578703327097;6214;18018;4061;13576;8;373;0;0.9980339149668224;0.9158773116824538;0.9732597318804216;0.9994110718492344;0.0
SET;fiveGramOverlap;0.2;0.97599780155601;0.9700728371173406;0.9730308095716836;0.9793734357469578;8827329237;0.9741168468515853;0.9750061319597743;0.9745613879718487;0.9808169713382984;11774080626;700;3005;14280;42604;8066;24586;5674;18673;145;94;825;0.9750816291459014;0.9837031900138696;0.9949912079714393;0.9922946115421405;0.033555682095501506;6214;18018;4346;13502;82;88;0;0.9814814814814815;0.9801533603969328;0.9935246504782929;0.9939634864546525;0.0
SET;tokenDiceNormalized;0.7;0.9285401964861157;0.9712452638385112;0.9496527092157536;0.9604651162790698;11019827988;0.9660700880284216;0.9823779175140186;0.9741898794639294;0.980365296803653;13133492772;700;3005;14280;42604;8066;24586;5369;18775;43;399;587;0.9920546932742055;0.9308252427184466;0.9791905705643058;0.9977149537676693;0.02387537623037501;6214;18018;4294;13552;32;140;0;0.9926028663892742;0.968425800631484;0.9897750511247444;0.9976442873969376;0.0
SET;fiveGramOverlapNormalized;0.3;0.9757686372816536;0.9718064271146587;0.9737855169837059;0.9799481417458946;10787407033;0.9725334549442071;0.9750562528554636;0.9737940369269452;0.9802282227996837;13954461867;700;3005;14280;42604;8066;24586;5669;18685;133;99;910;0.9770768700448121;0.9828363384188626;0.9947295570698467;0.992932298862791;0.03701293419018954;6214;18018;4338;13505;79;96;21;0.9821145573918949;0.9783491204330176;0.9929416954635688;0.9941843345111896;0.0011655011655011655
SET;twoGramJaccardNormalized;0.0;0.9718422205905788;0.9647994445086359;0.9683144296021977;0.9757695955850652;10043089329;0.9730862225877455;0.9719060863557454;0.9724959754579716;0.9792699414150519;12710943243;700;3005;14280;42604;8066;24586;5658;18647;171;110;4;0.970663921770458;0.9809292649098474;0.9941355227381777;0.9909129556807312;1.6269421622061337E-4;6214;18018;4346;13488;96;88;0;0.9783881134624043;0.9801533603969328;0.9935179728933412;0.9929328621908127;0.0
EDIT;levenshteinNormalized;0.0;0.9659363346009937;0.9613273012760082;0.9636290623193202;0.9721838286109192;74493243564;0.9719585726102986;0.971515957220392;0.9717372397145536;0.978694622928644;122799486969;700;3005;14280;42604;8066;24586;5627;18637;181;141;0;0.96883608815427;0.9755547850208044;0.9924912131217382;0.9903815495801892;0.0;6214;18018;4341;13488;96;93;0;0.9783637592968222;0.9790257104194858;0.9931521979235697;0.9929328621908127;0.0
PROFILE;cosineTwoShingleNormalizedBool;1.0;0.6939621948413366;0.9132793796215519;0.7961038643201693;0.8191489361702128;14669205376;0.8274789173285135;0.9451641348416766;0.884366097833093;0.9051904820613981;16240562260;700;3005;14280;42604;8066;24586;4004;18814;4;1764;2354;0.999001996007984;0.6941747572815534;0.9142773836135679;0.9997874375597832;0.09574554624583097;6214;18018;3671;13578;6;763;65;0.9983682349741637;0.8279206134415877;0.9467958998675128;0.9995583038869258;0.0036075036075036075
SET;twoShingleOverlap;0.4;0.967332620713576;0.9747514914320381;0.9710349709209344;0.9777739039484007;6489499551;0.9681968837014332;0.9802136908213288;0.9741867586939841;0.9804278561675012;7251472932;700;3005;14280;42604;8066;24586;5609;18722;96;159;2813;0.9831726555652937;0.9724341192787794;0.9915788358667443;0.9948985014347965;0.11441470755714635;6214;18018;4308;13538;46;126;1019;0.9894350022967386;0.9715832205683356;0.9907786885245902;0.9966136631330977;0.05655455655455655
