MetricType;Metric;Threshold;InformednessText;MarkednessText;MatthewsCorrelationText;FScoreText;RuntimeText;InformednessCode;MarkednessCode;MatthewsCorrelationCode;FScoreCode;RuntimeCode;PostCount;PostVersionCount;PostBlockVersionCount;PossibleConnections;TextBlockVersionCount;PossibleConnectionsText;TruePositivesText;TrueNegativesText;FalsePositivesText;FalseNegativesText;FailuresText;PrecisionText;RecallText;InversePrecisionText;InverseRecallText;FailureRateText;CodeBlockVersionCount;PossibleConnectionsCode;TruePositivesCode;TrueNegativesCode;FalsePositivesCode;FalseNegativesCode;FailuresCode;PrecisionCode;RecallCode;InversePrecisionCode;InverseRecallCode;FailureRateCode
FINGERPRINT;winnowingTwoGramJaccard;1.0;0.6849469382532645;0.9109617327196349;0.78991167208252;0.8128342245989305;5231002606;0.8204828055293898;0.9438757759362804;0.8800192297395717;0.9011887072808321;8414391072;700;3005;14280;42604;8066;24586;3952;18814;4;1816;0;0.9989888776541962;0.6851595006934813;0.9119728550654387;0.9997874375597832;0.0;6214;18018;3639;13581;3;795;0;0.999176276771005;0.8207036535859269;0.9446994991652755;0.9997791519434629;0.0
PROFILE;cosineTokenNormalizedTermFrequency;1.0;0.6731577565611702;0.907947906141505;0.7817878072550297;0.8044739022369511;6868015131;0.8080050397586271;0.9399801138931574;0.8714979456651402;0.8935427574171031;7212133555;700;3005;14280;42604;8066;24586;3884;18814;4;1884;0;0.9989711934156379;0.673370319001387;0.9089767127258672;0.9997874375597832;0.0;6214;18018;3584;13580;4;850;0;0.9988851727982163;0.80829950383401;0.9410949410949411;0.9997055359246172;0.0
FINGERPRINT;winnowingFiveGramDiceNormalized;0.9;0.8151228041909295;0.9441697795637718;0.8772766486977488;0.8975581838992751;7130862335;0.902065093694564;0.9660516620518784;0.9335103015192798;0.9475801680274524;10229526845;700;3005;14280;42604;8066;24586;4705;18807;11;1063;910;0.9976675148430874;0.8157073509015257;0.9465022647206844;0.9994154532894037;0.03701293419018954;6214;18018;4004;13571;13;430;21;0.9967637540453075;0.903022101939558;0.9692879080065709;0.9990429917550059;0.0011655011655011655
FINGERPRINT;winnowingFiveGramDiceNormalized;0.3;0.9673047237358983;0.975678732416712;0.9714827053094353;0.9781072830353249;7276907380;0.980453801415659;0.9839002112562352;0.9821754946748802;0.9865460712266817;10487413401;700;3005;14280;42604;8066;24586;5607;18728;90;161;910;0.9842022116903634;0.9720873786407767;0.9914765207263486;0.9952173450951217;0.03701293419018954;6214;18018;4363;13536;48;71;21;0.9891181138063931;0.9839873703202526;0.994782097449842;0.9964664310954063;0.0011655011655011655
PROFILE;cosineFourGramNormalizedTermFrequency;0.2;0.9789929308984862;0.9751337926601826;0.9770614564573453;0.9824531074423026;18554884153;0.9794372229686759;0.978991201913304;0.9792141870462933;0.9843309660692143;19603555106;700;3005;14280;42604;8066;24586;5683;18700;118;85;692;0.9796586795380107;0.9852635228848821;0.995475113122172;0.993729408013604;0.028146099406166112;6214;18018;4366;13513;71;68;0;0.9839981969799414;0.9846639603067208;0.9949930049333627;0.9947732626619552;0.0
SET;fiveGramJaccard;1.0;0.6599816123170648;0.9046019769445037;0.7726711274850626;0.7949895615866389;10120071788;0.7985327799480724;0.9372357052863152;0.8651089140731781;0.887719298245614;13229655750;700;3005;14280;42604;8066;24586;3808;18814;4;1960;825;0.9989506820566632;0.6601941747572816;0.9056512948878406;0.9997874375597832;0.033555682095501506;6214;18018;3542;13580;4;892;0;0.9988719684151156;0.7988272440234552;0.9383637368711996;0.9997055359246172;0.0
FINGERPRINT;winnowingFiveGramOverlap;0.6;0.9648157568615878;0.9711469252987872;0.967976164869752;0.9754398188468908;4462952147;0.9729470594235676;0.979980015450709;0.9764572055787339;0.9822015644484752;7997022784;700;3005;14280;42604;8066;24586;5600;18704;114;168;825;0.9800490024501225;0.970873786407767;0.9910979228486647;0.9939419704538208;0.033555682095501506;6214;18018;4332;13529;55;102;0;0.987462958741737;0.9769959404600812;0.9925170567089722;0.9959511189634864;0.0
SET;fiveGramOverlapNormalizedPadding;0.4;0.9770048198017391;0.975248034608478;0.976126031982887;0.9817331832741754;11030275817;0.9805461451903139;0.9817403089507744;0.9811430453912566;0.9857787810383747;13942453914;700;3005;14280;42604;8066;24586;5670;18705;113;98;910;0.9804599688742867;0.9830097087378641;0.9947880657341913;0.9939951110638751;0.03701293419018954;6214;18018;4367;13525;59;67;21;0.9866696791685495;0.9848894903022102;0.9950706297822248;0.9956566548881036;0.0011655011655011655
PROFILE;manhattanThreeGramNormalized;0.3;0.974493944402687;0.9772009444248047;0.9758465057613103;0.9814991748458264;16818448131;0.9818899612853458;0.983385493972583;0.9826374431118071;0.9869044931135696;17907375270;700;3005;14280;42604;8066;24586;5650;18723;95;118;355;0.9834638816362054;0.9795423023578363;0.9937370627885993;0.9949516420448506;0.014439111689579436;6214;18018;4371;13531;53;63;0;0.9880198915009042;0.9857916102841678;0.9953656024716787;0.9960983510011778;0.0
SET;fourGramOverlapNormalized;0.2;0.9740375874369405;0.969274638736092;0.9716531946524517;0.9783190809363392;10613716926;0.9708168768159946;0.9728891792045542;0.9718524756584417;0.9787666591371131;13498057802;700;3005;14280;42604;8066;24586;5663;18672;146;105;692;0.9748665863315544;0.9817961165048543;0.9944080524045374;0.9922414709320863;0.028146099406166112;6214;18018;4333;13497;87;101;0;0.9803167420814479;0.9772214704555706;0.9925724371231064;0.993595406360424;0.0
PROFILE;cosineTokenNormalizedNormalizedTermFrequency;1.0;0.6731577565611702;0.907947906141505;0.7817878072550297;0.8044739022369511;6811327580;0.8082305697541166;0.9400456469810643;0.8716499462825559;0.893680668079272;7223261104;700;3005;14280;42604;8066;24586;3884;18814;4;1884;0;0.9989711934156379;0.673370319001387;0.9089767127258672;0.9997874375597832;0.0;6214;18018;3585;13580;4;849;0;0.9988854834215659;0.8085250338294994;0.9411601635594983;0.9997055359246172;0.0
SET;twoGramJaccardNormalizedPadding;0.4;0.9655962641782612;0.976232610501691;0.9708998721131981;0.9776341079853222;10114936173;0.9800027414246801;0.9837490803027316;0.9818741240967117;0.9863168607938482;12751311657;700;3005;14280;42604;8066;24586;5595;18735;83;173;4;0.9853821768228249;0.97000693481276;0.990850433678866;0.9955893293655012;1.6269421622061337E-4;6214;18018;4361;13536;48;73;0;0.9891131775912906;0.9835363103292738;0.994635902711441;0.9964664310954063;0.0
SET;threeShingleOverlap;0.0;0.9663441758849531;0.9558459720364705;0.9610807396470576;0.9702442380460956;7073024468;0.9608714423240907;0.9627755114561591;0.9618230057173688;0.9712027103331451;8051680628;700;3005;14280;42604;8066;24586;5641;18599;219;127;4824;0.9626279863481229;0.9779819694868238;0.9932179856883477;0.9883622063981294;0.1962092247620597;6214;18018;4300;13463;121;134;1786;0.972630626555078;0.9697789806044204;0.9901448849010811;0.9910924617196702;0.09912309912309912
PROFILE;cosineFourGramNormalizedTermFrequency;0.3;0.9760290336413227;0.9766163500782088;0.9763226476965235;0.9818749457982829;18370713171;0.9810755031390905;0.9815229709748341;0.9812992115515585;0.9858996051889454;19531226822;700;3005;14280;42604;8066;24586;5661;18716;102;107;692;0.9823008849557522;0.9814493758668515;0.9943154651224566;0.9945796577744712;0.028146099406166112;6214;18018;4370;13523;61;64;0;0.9862333559016023;0.9855660802886784;0.9952896150732318;0.9955094228504122;0.0
SET;threeGramDiceNormalizedPadding;0.9;0.8398476707092348;0.9514664402715072;0.8939165920934864;0.9124623493975903;10387710670;0.9176266633833325;0.9709068338221774;0.9438908826640503;0.9561032863849765;13142417018;700;3005;14280;42604;8066;24586;4847;18809;9;921;355;0.9981466227347611;0.8403259361997226;0.9533198175367461;0.9995217345095122;0.014439111689579436;6214;18018;4073;13571;13;361;0;0.9968184043073911;0.9185836716283265;0.9740884295147861;0.9990429917550059;0.0
FINGERPRINT;winnowingTwoGramLongestCommonSubsequence;0.0;0.972549650355423;0.964589867498661;0.9685615821269222;0.9759586385178802;33168975607;0.97361089859757;0.9722828759125721;0.9729466606696736;0.9796102286808607;74533443714;700;3005;14280;42604;8066;24586;5663;18644;174;105;0;0.9701901661812575;0.9817961165048543;0.9943997013174036;0.9907535338505686;0.0;6214;18018;4348;13489;95;86;0;0.9786180508665316;0.9806044203879116;0.9936648250460405;0.9930064782096584;0.0
SET;fiveGramJaccardNormalized;0.4;0.9451724519667111;0.974664648575192;0.9598052801162781;0.9687306227300911;12098752985;0.9724632258599226;0.9840711452031441;0.9782499682289378;0.9835058582641337;14826788664;700;3005;14280;42604;8066;24586;5468;18765;53;300;910;0.990400289802572;0.9479889042995839;0.98426435877262;0.9971835476671272;0.03701293419018954;6214;18018;4323;13550;34;111;21;0.9921964654578839;0.9749661705006766;0.9918746797452602;0.9974970553592462;0.0011655011655011655
SET;fourGramOverlap;0.6;0.9707913852953667;0.9723126103919166;0.9715517001078856;0.9782174780873035;8333289335;0.9757363992661907;0.979917322156667;0.9778246261470991;0.9832579185520363;11178406475;700;3005;14280;42604;8066;24586;5636;18699;119;132;568;0.9793223284100782;0.9771151178918169;0.9929902819818385;0.9936762674035498;0.023102578703327097;6214;18018;4346;13524;60;88;0;0.9863822060826146;0.9801533603969328;0.9935351160740523;0.9955830388692579;0.0
PROFILE;cosineThreeShingleNormalizedBool;1.0;0.6925752322893255;0.9129220829690081;0.7951523273400611;0.8181818181818181;15292706158;0.8268023273420453;0.9449647832054797;0.8839112410251168;0.9047853971386285;17158371698;700;3005;14280;42604;8066;24586;3996;18814;4;1772;4519;0.999;0.6927877947295423;0.913922082969008;0.9997874375597832;0.18380379077523795;6214;18018;3668;13578;6;766;1097;0.9983669025585193;0.8272440234551195;0.9465978806469604;0.9995583038869258;0.06088356088356088
FINGERPRINT;winnowingFourGramOptimalAlignmentNormalized;0.1;0.9747483523094203;0.9765114618781126;0.975629508818257;0.9813384254838989;18884507864;0.9804678472325157;0.9821109804420156;0.9812890699164026;0.9858868691430508;41485675228;700;3005;14280;42604;8066;24586;5653;18718;100;115;692;0.9826177646445333;0.9800624133148405;0.9938936972335793;0.9946859389945797;0.028146099406166112;6214;18018;4366;13527;57;68;0;0.98711281935338;0.9846639603067208;0.9949981610886355;0.995803886925795;0.0
SET;fourGramDiceNormalized;0.6;0.9451724519667111;0.974664648575192;0.9598052801162781;0.9687306227300911;10671449333;0.9735908758373697;0.9844432545332795;0.9790020277779031;0.9840836743974534;13380887062;700;3005;14280;42604;8066;24586;5468;18765;53;300;692;0.990400289802572;0.9479889042995839;0.98426435877262;0.9971835476671272;0.028146099406166112;6214;18018;4328;13550;34;106;0;0.9922054103622192;0.9760938204781235;0.9922378441710603;0.9974970553592462;0.0
SET;twoGramJaccardNormalized;0.1;0.9741325735135113;0.9681041570757674;0.9711136874544327;0.9779081808767691;10013466502;0.9748028007159579;0.9740633358418007;0.9744329981344618;0.9807280513918629;12544867552;700;3005;14280;42604;8066;24586;5666;18664;154;102;4;0.9735395189003436;0.9823162274618585;0.9945646381754236;0.9918163460516527;1.6269421622061337E-4;6214;18018;4351;13496;88;83;0;0.9801757152511827;0.9812810103743798;0.9938876205906179;0.9935217903415783;0.0
EDIT;longestCommonSubsequenceNormalized;0.2;0.9639037246924294;0.9647160729298279;0.9643098132694256;0.9726775956284153;131107520650;0.9756078949843086;0.9770938593534377;0.9763505944720378;0.982163016482276;159464984833;700;3005;14280;42604;8066;24586;5607;18664;154;161;0;0.9732685297691372;0.9720873786407767;0.9914475431606906;0.9918163460516527;0.0;6214;18018;4350;13510;74;84;0;0.9832730560578662;0.9810554803788903;0.9938208032955715;0.9945524146054181;0.0
FINGERPRINT;winnowingThreeGramJaccardNormalized;0.6;0.9114941112686248;0.96817403607694;0.939406691783334;0.9519248147478764;7713108076;0.9587701482760105;0.981029833501337;0.9698361299360149;0.9769521843825251;11095725663;700;3005;14280;42604;8066;24586;5267;18787;31;501;355;0.9941487353718385;0.9131414701803051;0.9740253007051016;0.9983526410883197;0.014439111689579436;6214;18018;4260;13557;27;174;0;0.9937018894331701;0.9607577807848444;0.9873279440681669;0.9980123674911661;0.0
PROFILE;cosineThreeShingleNormalizedNormalizedTermFrequency;0.4;0.9590613326662627;0.9743220869617044;0.9666615949584769;0.9743140177084246;15279110468;0.9715704697558696;0.9825536466638325;0.977046625320165;0.9826037521318931;17414436495;700;3005;14280;42604;8066;24586;5557;18736;82;211;4519;0.9854584146125199;0.9634188626907073;0.9888636723491846;0.9956424699755553;0.18380379077523795;6214;18018;4321;13544;40;113;1097;0.9908277917908737;0.9745151105096977;0.991725854872959;0.997055359246172;0.06088356088356088
SET;threeGramDiceNormalized;1.0;0.6761050519841936;0.9086995733804297;0.7838216457194774;0.8065750025845136;10102196094;0.8160505035773999;0.9420654197322933;0.876796989145944;0.8983744881498944;12847434266;700;3005;14280;42604;8066;24586;3901;18814;4;1867;355;0.9989756722151089;0.6763176144244105;0.9097239011653209;0.9997874375597832;0.014439111689579436;6214;18018;3620;13579;5;814;0;0.9986206896551724;0.8164185836716283;0.9434447300771208;0.9996319199057715;0.0
FINGERPRINT;winnowingFiveGramOverlapNormalized;0.1;0.9728492388363077;0.9699394354709809;0.9713932476166703;0.978116079923882;7181912699;0.971042406811484;0.9729666307932763;0.9720040426421916;0.9788819875776398;10338809369;700;3005;14280;42604;8066;24586;5654;18679;139;114;910;0.976005523908165;0.9802357836338419;0.993933911562816;0.9926134552024657;0.03701293419018954;6214;18018;4334;13497;87;100;21;0.9803211942999321;0.97744700045106;0.9926454364933441;0.993595406360424;0.0011655011655011655
PROFILE;manhattanTokenNormalized;0.9;0.831338576589328;0.9496682351420471;0.888535783654822;0.9075773342162521;6756687738;0.8970940699158925;0.9658873700012531;0.930855430147336;0.945255907849424;7203681711;700;3005;14280;42604;8066;24586;4797;18812;6;971;0;0.9987507807620237;0.8316574202496533;0.9509174543800233;0.9996811563396748;0.0;6214;18018;3980;13577;7;454;0;0.9982442939553549;0.8976093820478124;0.9676430760458984;0.9994846878680801;0.0
PROFILE;cosineThreeShingleNormalizedTermFrequency;0.9;0.8099608867421031;0.9435435279766458;0.8742044112218472;0.8946310651737008;15098286445;0.8869545839967741;0.961380455868962;0.9234179997692724;0.9391698473282444;17043427867;700;3005;14280;42604;8066;24586;4674;18811;7;1094;4519;0.9985045930356762;0.8103328710124826;0.9450389349409696;0.9996280157296206;0.18380379077523795;6214;18018;3937;13571;13;497;1097;0.9967088607594937;0.8879115922417682;0.9646715951094683;0.9990429917550059;0.06088356088356088
SET;twoGramDiceNormalized;0.9;0.8681209811952997;0.9589154928478107;0.9123895322363228;0.9287369103882865;9112183739;0.9357567248581871;0.9748872143230298;0.955121597903136;0.965276971315759;11975866754;700;3005;14280;42604;8066;24586;5011;18806;12;757;4;0.9976109894485368;0.8687586685159501;0.9613045033992741;0.9993623126793496;1.6269421622061337E-4;6214;18018;4156;13563;21;278;0;0.9949724682786689;0.9373026612539468;0.9799147460443609;0.9984540636042403;0.0
EQUAL;equals;0.0;0.9503010920432218;0.9405287617156577;0.9454023002703392;0.9582723909489804;207051268;0.9522149356641818;0.9517813112311033;0.9519980987587611;0.963814677037538;317599900;700;3005;14280;42604;8066;24586;5569;18532;286;199;0;0.9511528608027328;0.965499306518724;0.989375900912925;0.9848017855244978;0.0;6214;18018;4275;13422;162;159;0;0.9634888438133874;0.9641407307171854;0.9882924674177159;0.9880742049469965;0.0
SET;tokenOverlapNormalized;0.7;0.9656042242141638;0.9701668915804782;0.9678828693095226;0.9753848830129599;11063895215;0.9716768593473815;0.9785493819935782;0.9751070660249782;0.9811834051235546;13139743185;700;3005;14280;42604;8066;24586;5607;18696;122;161;587;0.9787048350497469;0.9720873786407767;0.9914620565307313;0.9935168455733872;0.02387537623037501;6214;18018;4328;13524;60;106;0;0.9863263445761167;0.9760938204781235;0.9922230374174614;0.9955830388692579;0.0
SET;fiveGramOverlap;0.0;0.9731395037566211;0.9625674765861851;0.96783905505892;0.9754041967664259;8696672816;0.9700117825476442;0.9698644626826041;0.969938119818149;0.9773367910700191;11617084067;700;3005;14280;42604;8066;24586;5671;18629;189;97;825;0.9677474402730375;0.9831830790568654;0.9948200363131475;0.9899564246997555;0.033555682095501506;6214;18018;4334;13483;101;100;0;0.9772266065388951;0.97744700045106;0.992637856143709;0.9925647820965842;0.0
FINGERPRINT;winnowingFourGramDice;0.9;0.8306729922910001;0.948310051364015;0.8875446737974254;0.9068557919621749;4622851766;0.9131896794923902;0.969742014771255;0.9410411253814931;0.953759265795976;7962832997;700;3005;14280;42604;8066;24586;4795;18806;12;973;568;0.9975036405242355;0.8313106796116505;0.9508064108397796;0.9993623126793496;0.023102578703327097;6214;18018;4053;13572;12;381;0;0.9970479704797048;0.9140730717185386;0.9726940442915502;0.9991166077738516;0.0
PROFILE;cosineTwoShingleNormalizedTermFrequency;0.8;0.8930889604768002;0.9637889524880343;0.9277657428988002;0.9421110299488678;14615657592;0.9399681787536398;0.9760185614302008;0.957823777955681;0.967442938245858;16601037974;700;3005;14280;42604;8066;24586;5159;18793;25;609;2354;0.9951774691358025;0.8944174757281553;0.9686114833522317;0.9986714847486449;0.09574554624583097;6214;18018;4175;13562;22;259;65;0.9947581605908983;0.9415877311682453;0.9812604008393025;0.9983804475853946;0.0036075036075036075
SET;tokenDiceNormalized;1.0;0.6683033876291313;0.9067124519826666;0.778433685849689;0.8009970918155381;11123772458;0.8055242098082438;0.9392598346385745;0.8698255779763318;0.8920234677318686;13199206494;700;3005;14280;42604;8066;24586;3856;18814;4;1912;587;0.9989637305699481;0.6685159500693482;0.9077487214127183;0.9997874375597832;0.02387537623037501;6214;18018;3573;13580;4;861;0;0.9988817444786133;0.8058186738836265;0.9403780901599612;0.9997055359246172;0.0
FINGERPRINT;winnowingThreeGramJaccardNormalized;0.5;0.9341690842818919;0.9721192828121137;0.9529552876380727;0.9631874498618413;7806862485;0.9681045399267785;0.9824300065736997;0.9752409699783402;0.9811922945400662;11183917941;700;3005;14280;42604;8066;24586;5403;18770;48;365;355;0.9911942762795817;0.9367198335644937;0.980925006532532;0.9974492507173982;0.014439111689579436;6214;18018;4304;13549;35;130;0;0.9919336252592763;0.970681100586378;0.9904963813144235;0.9974234393404005;0.0
FINGERPRINT;winnowingFiveGramOverlap;1.0;0.8231416559144762;0.9302319765420555;0.8750501068826995;0.8979323308270678;4411898785;0.870901111870847;0.9512849761379192;0.9102060994217441;0.9285543035243345;7830711045;700;3005;14280;42604;8066;24586;4777;18723;95;991;825;0.9805008210180624;0.8281900138696255;0.9497311555239931;0.9949516420448506;0.033555682095501506;6214;18018;3873;13549;35;561;0;0.9910440122824974;0.8734776725304465;0.9602409638554217;0.9974234393404005;0.0
PROFILE;cosineTwoShingleNormalizedBool;0.2;0.977882966540284;0.9770611052159084;0.9774719495001689;0.9827601143550204;14732751591;0.9827967632062555;0.9830955203939498;0.9829461304495497;0.9871418903676968;16336984698;700;3005;14280;42604;8066;24586;5672;18715;103;96;2354;0.9821645021645021;0.9833564493758669;0.9948966030514061;0.9945265171644171;0.09574554624583097;6214;18018;4376;13528;56;58;65;0.9873646209386282;0.9869192602616148;0.9957308994553217;0.9958775029446407;0.0036075036075036075
SET;fourGramJaccardNormalizedPadding;0.8;0.8366207237471013;0.9501733377531008;0.8915911089261703;0.9104449472096531;12191290521;0.916273483410396;0.970482831531235;0.9429886980431468;0.9553676297862345;14622505480;700;3005;14280;42604;8066;24586;4829;18807;11;939;692;0.9977272727272727;0.8372052704576977;0.9524460650258281;0.9994154532894037;0.028146099406166112;6214;18018;4067;13571;13;367;0;0.9968137254901961;0.9172304916553902;0.9736691060410388;0.9990429917550059;0.0
FINGERPRINT;winnowingFiveGramOptimalAlignmentNormalized;0.9;0.7836756873527855;0.935931744219997;0.8564268520818911;0.8782524271844661;14365118615;0.8788308222202033;0.9595915904853825;0.9183238352900687;0.9348034515819751;36029916760;700;3005;14280;42604;8066;24586;4523;18809;9;1245;910;0.9980141218005296;0.7841539528432733;0.9379176224194674;0.9995217345095122;0.03701293419018954;6214;18018;3900;13574;10;534;21;0.9974424552429667;0.8795669824086604;0.9621491352424156;0.999263839811543;0.0011655011655011655
SET;tokenJaccard;0.4;0.9468809115243484;0.9740483897810015;0.9603685892326229;0.969225327201981;2597367882;0.9632118141059052;0.9816477663588419;0.9723860991640664;0.9789618111136521;3616350001;700;3005;14280;42604;8066;24586;5480;18758;60;288;0;0.9891696750902527;0.9500693481276006;0.9848787146907487;0.9968115633967478;0.0;6214;18018;4281;13553;31;153;0;0.9928107606679035;0.9654939106901218;0.9888370056909382;0.9977179034157833;0.0
FINGERPRINT;winnowingFourGramDice;0.6;0.945706511412554;0.9743382186664853;0.9599156200994982;0.9688385269121813;4619779500;0.9753214997824391;0.9848116135851921;0.9800550698634611;0.9848949460533788;7924727570;700;3005;14280;42604;8066;24586;5472;18762;56;296;568;0.9898697539797395;0.9486823855755895;0.9844684646867458;0.9970241258369646;0.023102578703327097;6214;18018;4336;13549;35;98;0;0.991992679020819;0.9778980604420388;0.9928189345643731;0.9974234393404005;0.0
EDIT;levenshteinNormalized;0.4;0.9567490712185887;0.9775936628444768;0.9671152097633617;0.9745620984068304;74516638329;0.9755610755947854;0.983068975264715;0.9793078305073993;0.98435019278748;122587704565;700;3005;14280;42604;8066;24586;5536;18761;57;232;0;0.9898086894332201;0.9597780859916782;0.9877849734112568;0.9969709852269104;0.0;6214;18018;4340;13540;44;94;0;0.989963503649635;0.9788001804239964;0.9931054716150799;0.9967608951707891;0.0
PROFILE;cosineThreeGramNormalizedBool;0.0;0.977722862947787;0.967214454509838;0.9724544645112391;0.9789283564118001;17303957360;0.9742138725651923;0.9722964302526269;0.9732546792066937;0.9798446120932328;18323084214;700;3005;14280;42604;8066;24586;5691;18650;168;77;355;0.9713261648745519;0.9866504854368932;0.995888289635286;0.9910723775108938;0.014439111689579436;6214;18018;4351;13488;96;83;0;0.978412412862604;0.9812810103743798;0.9938840173900229;0.9929328621908127;0.0
FINGERPRINT;winnowingFourGramLongestCommonSubsequence;0.4;0.9488132286657402;0.9757863819098564;0.962205293847395;0.9706454465075155;12729781872;0.9748015057115671;0.9838277395933996;0.9793042233731322;0.9843324250681199;53185928821;700;3005;14280;42604;8066;24586;5489;18765;53;279;568;0.9904366654637315;0.951629680998613;0.9853497164461248;0.9971835476671272;0.023102578703327097;6214;18018;4335;13545;39;99;0;0.9910836762688614;0.9776725304465493;0.9927440633245382;0.9971289752650176;0.0
PROFILE;manhattanThreeShingleNormalized;0.4;0.9531527933313768;0.9729377777219792;0.9629944758789257;0.9714134928313836;15167745235;0.9698351638718479;0.9827956786629777;0.9762939147964884;0.9820086540651332;16990641839;700;3005;14280;42604;8066;24586;5522;18739;79;246;4519;0.9858953758257454;0.9573509015256588;0.9870424018962338;0.9958018918057179;0.18380379077523795;6214;18018;4312;13548;36;122;1097;0.9917203311867525;0.9724853405502932;0.9910753474762253;0.9973498233215548;0.06088356088356088
PROFILE;cosineTwoGramNormalizedBool;1.0;0.6818262725112394;0.9101620940147646;0.7877641956468391;0.8106325983927468;13406185816;0.8198108974818741;0.9429095275036103;0.8792084542285433;0.9005818992200074;15153691737;700;3005;14280;42604;8066;24586;3934;18814;4;1834;4;0.9989842559674962;0.6820388349514563;0.9111778380472685;0.9997874375597832;1.6269421622061337E-4;6214;18018;3637;13578;6;797;0;0.9983530057644798;0.8202525935949482;0.9445565217391304;0.9995583038869258;0.0
PROFILE;cosineTwoShingleNormalizedTermFrequency;0.4;0.9676906564951167;0.9764271888473188;0.9720491075019528;0.9785377770022683;14608501389;0.9785665815549933;0.9842721169483237;0.981415203062403;0.9859569648924121;16294280384;700;3005;14280;42604;8066;24586;5608;18732;86;160;2354;0.9848963821566561;0.9722607489597781;0.9915308066906627;0.9954299075353386;0.09574554624583097;6214;18018;4353;13541;43;81;65;0.9902183803457689;0.9817320703653586;0.9940537366025547;0.9968345111896348;0.0036075036075036075
FINGERPRINT;winnowingFourGramOptimalAlignment;0.6;0.9065866017265318;0.9665410053387524;0.9360839307772595;0.949180179364073;17888859598;0.9551523044702754;0.9811153311021696;0.9680467806120502;0.9755087961365988;74803410488;700;3005;14280;42604;8066;24586;5239;18786;32;529;568;0.9939290457218745;0.9082871012482663;0.9726119596168781;0.9982995004782655;0.023102578703327097;6214;18018;4242;13563;21;192;0;0.9950738916256158;0.9566982408660352;0.986041439476554;0.9984540636042403;0.0
SET;twoShingleOverlap;0.9;0.8729859635085422;0.9508714729470453;0.9110968384224932;0.9286304767153485;6394972085;0.8933664495840845;0.9601517163833932;0.9261572922174164;0.9417625429960859;7351019899;700;3005;14280;42604;8066;24586;5055;18754;64;713;2813;0.9874975581168197;0.8763869625520111;0.9633739148302255;0.996599000956531;0.11441470755714635;6214;18018;3970;13557;27;464;1019;0.9932449337002752;0.8953540820929183;0.9669067826831181;0.9980123674911661;0.05655455655455655
SET;fourGramJaccardNormalizedPadding;0.0;0.975737405196341;0.9653635615737921;0.9705366230292961;0.9774643041458799;12219038407;0.9745913165373254;0.9722323179457282;0.9734111026318033;0.9799639801891041;14820657655;700;3005;14280;42604;8066;24586;5682;18642;176;86;692;0.9699556162512804;0.9850901525658807;0.9954079453225118;0.9906472526304602;0.028146099406166112;6214;18018;4353;13487;97;81;0;0.9782022471910112;0.9817320703653586;0.9940300707547169;0.992859246171967;0.0
EDIT;damerauLevenshteinNormalized;0.1;0.9669878516585397;0.9631760368062245;0.9650800622747513;0.973290690638776;305637578435;0.9723313346434792;0.9720360674679625;0.9721836898460717;0.9790304396843293;285903965398;700;3005;14280;42604;8066;24586;5630;18647;171;138;0;0.9705223237372866;0.9760748959778086;0.992653713068938;0.9909129556807312;0.0;6214;18018;4342;13490;94;92;0;0.978809738503156;0.9792512404149752;0.9932263289648063;0.9930800942285041;0.0
SET;fourGramOverlapNormalized;0.7;0.9629226318414115;0.9700703955570791;0.9664899059800167;0.9742919389978214;10515201425;0.9700198514211578;0.978394170264814;0.9741980125578176;0.9804811620517476;13500652756;700;3005;14280;42604;8066;24586;5590;18701;117;178;692;0.979498861047836;0.9691400832177531;0.9905715345092431;0.9937825486236582;0.028146099406166112;6214;18018;4320;13526;58;114;0;0.9867519415258109;0.9742895805142084;0.991642228739003;0.9957302709069493;0.0
SET;fiveGramJaccardNormalized;0.2;0.9699723676198122;0.9762182646993196;0.9730903049173306;0.979360794217539;12227644518;0.9818805974074412;0.9845781750445908;0.9832284610949333;0.9873446327683616;14980715444;700;3005;14280;42604;8066;24586;5623;18726;92;145;910;0.983902012248469;0.9748613037447988;0.9923162524508505;0.9951110638750132;0.03701293419018954;6214;18018;4369;13537;47;65;21;0.9893568840579711;0.985340550293189;0.9952212909866196;0.996540047114252;0.0011655011655011655
SET;fourGramOverlap;0.3;0.9744235201961589;0.9700047360209427;0.9722116176432335;0.9787454639709693;8371385114;0.9750189668335429;0.9753153596742452;0.9751671519931687;0.9812767877284007;11223800953;700;3005;14280;42604;8066;24586;5664;18676;142;104;568;0.9755425421977265;0.9819694868238558;0.9944621938232162;0.9924540333723031;0.023102578703327097;6214;18018;4350;13502;82;84;0;0.9814981949458483;0.9810554803788903;0.9938171647283969;0.9939634864546525;0.0
SET;fourGramJaccardNormalizedPadding;0.2;0.9718933896176662;0.9763671355829171;0.9741276943568399;0.9801704644285963;12194047940;0.9837631353291543;0.9848111825819439;0.98428701946334;0.988150321634127;14678269400;700;3005;14280;42604;8066;24586;5635;18723;95;133;692;0.9834205933682374;0.9769417475728155;0.9929465422146797;0.9949516420448506;0.028146099406166112;6214;18018;4378;13535;49;56;0;0.9889315563587079;0.9873703202525936;0.995879626223236;0.9963928150765606;0.0
