sample;metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotalRelative;truePositivesTextRelative;trueNegativesTextRelative;falsePositivesTextRelative;falseNegativesTextRelative;numberOfCodePostsWithThisMetric;runtimeCodeTotalRelative;truePositivesCodeRelative;trueNegativesCodeRelative;falsePositivesCodeRelative;falseNegativesCodeRelative
PostId_VersionCount_SO_17-06_sample_100_1;cosineTwoShingleNormalizedTermFrequency;0.7;92;265390.5869565217;2.3369565217391304;4.75;0.021739130434782608;0.2391304347826087;96;337687.3645833333;1.4583333333333333;2.3958333333333335;0.03125;0.07291666666666667
PostId_VersionCount_SO_17-06_sample_100_1;fourGramOverlapNormalized;0.4;97;206853.3298969072;2.6391752577319587;4.814432989690721;0.041237113402061855;0.041237113402061855;97;743649.9484536082;1.5360824742268042;2.3917525773195876;0.030927835051546393;0.010309278350515464
PostId_VersionCount_SO_17-06_sample_100_1;threeGramJaccard;0.9;97;179239.88659793814;1.9484536082474226;4.845360824742268;0.010309278350515464;0.7319587628865979;97;249669.7319587629;1.3711340206185567;2.4123711340206184;0.010309278350515464;0.17525773195876287
PostId_VersionCount_SO_17-06_sample_100_1;cosineTwoShingleNormalizedBool;0.7;92;266710.29347826086;2.3260869565217392;4.75;0.021739130434782608;0.25;96;337729.9375;1.4479166666666667;2.40625;0.020833333333333332;0.08333333333333333
PostId_VersionCount_SO_17-06_sample_100_1;cosineFiveGramNormalizedBool;0.7;96;347956.8229166667;2.3958333333333335;4.697916666666667;0.020833333333333332;0.21875;97;454878.6391752577;1.4845360824742269;2.402061855670103;0.020618556701030927;0.061855670103092786
PostId_VersionCount_SO_17-06_sample_100_1;twoShingleDiceNormalized;0.3;92;229119.02173913043;2.532608695652174;4.739130434782608;0.03260869565217391;0.043478260869565216;96;309178.1354166667;1.5208333333333333;2.40625;0.020833333333333332;0.010416666666666666
PostId_VersionCount_SO_17-06_sample_100_1;fourGramOverlap;0.8;97;167803.61855670103;2.5670103092783507;4.804123711340206;0.05154639175257732;0.1134020618556701;97;259093.72164948453;1.4948453608247423;2.381443298969072;0.041237113402061855;0.05154639175257732
PostId_VersionCount_SO_17-06_sample_100_1;winnowingFourGramDiceNormalized;0.4;97;142968.88659793814;2.6082474226804124;4.814432989690721;0.041237113402061855;0.07216494845360824;97;230600.54639175258;1.5154639175257731;2.402061855670103;0.020618556701030927;0.030927835051546393
PostId_VersionCount_SO_17-06_sample_100_1;threeGramJaccardNormalized;0.7;97;220479.59793814432;2.329896907216495;4.845360824742268;0.010309278350515464;0.35051546391752575;97;342924.6597938144;1.4639175257731958;2.402061855670103;0.020618556701030927;0.08247422680412371
PostId_VersionCount_SO_17-06_sample_100_1;winnowingThreeGramOverlap;0.9;97;95644.27835051547;2.515463917525773;4.814432989690721;0.041237113402061855;0.16494845360824742;97;172114.1030927835;1.4639175257731958;2.3917525773195876;0.030927835051546393;0.08247422680412371
PostId_VersionCount_SO_17-06_sample_100_1;manhattanFiveGramNormalized;0.8;96;337051.96875;2.21875;4.708333333333333;0.010416666666666666;0.3958333333333333;97;445091.40206185565;1.4536082474226804;2.402061855670103;0.020618556701030927;0.09278350515463918
PostId_VersionCount_SO_17-06_sample_100_1;tokenDiceNormalized;0.7;97;215974.45360824742;2.463917525773196;4.835051546391752;0.020618556701030927;0.21649484536082475;97;290137.75257731957;1.5051546391752577;2.402061855670103;0.020618556701030927;0.041237113402061855
PostId_VersionCount_SO_17-06_sample_100_1;longestCommonSubsequenceNormalized;0.6;97;1816646.8041237113;2.4742268041237114;4.845360824742268;0.010309278350515464;0.20618556701030927;97;4559652.958762887;1.5051546391752577;2.402061855670103;0.020618556701030927;0.041237113402061855
PostId_VersionCount_SO_17-06_sample_100_1;levenshteinNormalized;0.8;97;920744.3711340206;2.2061855670103094;4.845360824742268;0.010309278350515464;0.4742268041237113;97;5910053.75257732;1.4329896907216495;2.4123711340206184;0.010309278350515464;0.1134020618556701
PostId_VersionCount_SO_17-06_sample_100_1;winnowingThreeGramOptimalAlignment;0.8;97;351179.5360824742;2.2061855670103094;4.845360824742268;0.010309278350515464;0.4742268041237113;97;3824679.3092783503;1.4329896907216495;2.4123711340206184;0.010309278350515464;0.1134020618556701
PostId_VersionCount_SO_17-06_sample_100_1;fiveGramOverlapNormalizedPadding;0.9;96;208906.65625;2.3854166666666665;4.677083333333333;0.041666666666666664;0.22916666666666666;97;310456.9381443299;1.4329896907216495;2.402061855670103;0.020618556701030927;0.1134020618556701
PostId_VersionCount_SO_17-06_sample_100_1;twoGramOverlapNormalizedPadding;0.7;97;184810.6494845361;2.649484536082474;4.814432989690721;0.041237113402061855;0.030927835051546393;97;293043.8350515464;1.5463917525773196;2.402061855670103;0.020618556701030927;0.0
PostId_VersionCount_SO_17-06_sample_100_1;winnowingTwoGramJaccard;0.8;97;105234.70103092784;2.247422680412371;4.845360824742268;0.010309278350515464;0.4329896907216495;97;177773.95876288658;1.443298969072165;2.402061855670103;0.020618556701030927;0.10309278350515463
PostId_VersionCount_SO_17-06_sample_100_1;tokenOverlap;0.7;97;57243.80412371134;2.6082474226804124;4.814432989690721;0.041237113402061855;0.07216494845360824;97;67917.40206185567;1.4639175257731958;2.381443298969072;0.041237113402061855;0.08247422680412371
PostId_VersionCount_SO_17-06_sample_100_1;winnowingFourGramLongestCommonSubsequenceNormalized;0.3;97;225289.56701030929;2.597938144329897;4.824742268041237;0.030927835051546393;0.08247422680412371;97;1196961.1030927836;1.5257731958762886;2.402061855670103;0.020618556701030927;0.020618556701030927
PostId_VersionCount_SO_17-06_sample_100_1;cosineThreeGramNormalizedNormalizedTermFrequency;0.3;97;339741.4948453608;2.649484536082474;4.814432989690721;0.041237113402061855;0.030927835051546393;97;398959.3608247423;1.5360824742268042;2.3917525773195876;0.030927835051546393;0.010309278350515464
PostId_VersionCount_SO_17-06_sample_100_1;cosineThreeGramNormalizedBool;0.6;97;326205.58762886596;2.5670103092783507;4.824742268041237;0.030927835051546393;0.1134020618556701;97;392817.96907216497;1.5154639175257731;2.402061855670103;0.020618556701030927;0.030927835051546393
PostId_VersionCount_SO_17-06_sample_100_1;winnowingThreeGramOptimalAlignmentNormalized;0.4;97;332443.9587628866;2.577319587628866;4.835051546391752;0.020618556701030927;0.10309278350515463;97;2802597.412371134;1.5051546391752577;2.402061855670103;0.020618556701030927;0.041237113402061855
PostId_VersionCount_SO_17-06_sample_100_1;fourGramJaccard;0.5;97;193482.6494845361;2.515463917525773;4.824742268041237;0.030927835051546393;0.16494845360824742;97;267613.206185567;1.5051546391752577;2.402061855670103;0.020618556701030927;0.041237113402061855
PostId_VersionCount_SO_17-06_sample_100_1;winnowingFourGramJaccard;0.3;97;100933.68041237113;2.597938144329897;4.814432989690721;0.041237113402061855;0.08247422680412371;97;178992.6701030928;1.5154639175257731;2.402061855670103;0.020618556701030927;0.030927835051546393
PostId_VersionCount_SO_17-06_sample_100_1;cosineTokenNormalizedNormalizedTermFrequency;0.8;97;140768.7319587629;2.4329896907216493;4.835051546391752;0.020618556701030927;0.24742268041237114;97;146783.15463917525;1.4329896907216495;2.402061855670103;0.020618556701030927;0.1134020618556701
PostId_VersionCount_SO_17-06_sample_100_1;fourGramDice;0.4;97;166362.92783505155;2.618556701030928;4.814432989690721;0.041237113402061855;0.061855670103092786;97;242880.65979381444;1.5257731958762886;2.402061855670103;0.020618556701030927;0.020618556701030927
PostId_VersionCount_SO_17-06_sample_100_1;cosineTwoGramNormalizedBool;0.8;97;261029.6701030928;2.4536082474226806;4.824742268041237;0.030927835051546393;0.2268041237113402;97;323817.2268041237;1.5051546391752577;2.402061855670103;0.020618556701030927;0.041237113402061855
PostId_VersionCount_SO_17-06_sample_100_1;twoShingleOverlapNormalized;0.6;92;254795.38043478262;2.489130434782609;4.728260869565218;0.043478260869565216;0.08695652173913043;96;311116.3958333333;1.4895833333333333;2.3958333333333335;0.03125;0.041666666666666664
PostId_VersionCount_SO_17-06_sample_100_1;twoGramOverlapNormalizedPadding;0.8;97;181212.29896907217;2.5876288659793816;4.804123711340206;0.05154639175257732;0.09278350515463918;97;264035.8350515464;1.5360824742268042;2.402061855670103;0.020618556701030927;0.010309278350515464
PostId_VersionCount_SO_17-06_sample_100_1;winnowingFourGramOverlap;0.9;97;91972.42268041238;2.4536082474226806;4.783505154639175;0.07216494845360824;0.2268041237113402;97;169434.62886597938;1.4742268041237114;2.3917525773195876;0.030927835051546393;0.07216494845360824
PostId_VersionCount_SO_17-06_sample_100_1;fiveGramJaccardNormalized;0.6;96;225122.21875;2.3333333333333335;4.708333333333333;0.010416666666666666;0.28125;97;329881.27835051547;1.4639175257731958;2.402061855670103;0.020618556701030927;0.08247422680412371
PostId_VersionCount_SO_17-06_sample_100_1;cosineFourGramNormalizedNormalizedTermFrequency;0.7;97;348855.88659793814;2.5051546391752577;4.824742268041237;0.030927835051546393;0.17525773195876287;97;427622.3505154639;1.4948453608247423;2.402061855670103;0.020618556701030927;0.05154639175257732
PostId_VersionCount_SO_17-06_sample_100_1;cosineTwoShingleNormalizedNormalizedTermFrequency;0.4;92;265644.25;2.532608695652174;4.739130434782608;0.03260869565217391;0.043478260869565216;96;340260.625;1.5104166666666667;2.40625;0.020833333333333332;0.020833333333333332
PostId_VersionCount_SO_17-06_sample_100_1;twoShingleJaccardNormalized;0.8;92;234723.59782608695;1.9782608695652173;4.760869565217392;0.010869565217391304;0.5978260869565217;96;313981.1041666667;1.3645833333333333;2.4166666666666665;0.010416666666666666;0.16666666666666666
PostId_VersionCount_SO_17-06_sample_100_1;twoShingleDice;0.9;87;115122.33333333333;1.7471264367816093;4.35632183908046;0.011494252873563218;0.735632183908046;93;123662.95698924731;1.2903225806451613;2.3655913978494625;0.010752688172043012;0.22580645161290322
PostId_VersionCount_SO_17-06_sample_100_1;winnowingFiveGramOptimalAlignment;0.8;96;187178.71875;2.09375;4.708333333333333;0.010416666666666666;0.5208333333333334;97;1920822.381443299;1.4123711340206186;2.4123711340206184;0.010309278350515464;0.13402061855670103
PostId_VersionCount_SO_17-06_sample_100_1;winnowingThreeGramDice;0.7;97;96298.07216494845;2.4536082474226806;4.824742268041237;0.030927835051546393;0.2268041237113402;97;172891.74226804124;1.5051546391752577;2.402061855670103;0.020618556701030927;0.041237113402061855
PostId_VersionCount_SO_17-06_sample_100_1;fiveGramJaccardNormalizedPadding;0.6;96;233399.61458333334;2.3125;4.708333333333333;0.010416666666666666;0.3020833333333333;97;336860.09278350516;1.4639175257731958;2.402061855670103;0.020618556701030927;0.08247422680412371
PostId_VersionCount_SO_17-06_sample_100_1;cosineThreeGramNormalizedTermFrequency;0.8;97;328927.0103092783;2.443298969072165;4.824742268041237;0.030927835051546393;0.23711340206185566;97;420508.59793814435;1.4948453608247423;2.3917525773195876;0.030927835051546393;0.05154639175257732
PostId_VersionCount_SO_17-06_sample_100_1;winnowingTwoGramDiceNormalized;0.3;97;152676.05154639174;2.649484536082474;4.814432989690721;0.041237113402061855;0.030927835051546393;97;247473.34020618556;1.5360824742268042;2.3917525773195876;0.030927835051546393;0.010309278350515464
PostId_VersionCount_SO_17-06_sample_100_1;cosineTwoGramNormalizedTermFrequency;0.9;97;261239.34020618556;2.381443298969072;4.824742268041237;0.030927835051546393;0.29896907216494845;97;322884.25773195876;1.4845360824742269;2.3917525773195876;0.030927835051546393;0.061855670103092786
PostId_VersionCount_SO_17-06_sample_100_1;damerauLevenshtein;0.3;97;5476463.30927835;2.6082474226804124;4.824742268041237;0.030927835051546393;0.07216494845360824;97;2.0649683463917527E7;1.5154639175257731;2.381443298969072;0.041237113402061855;0.030927835051546393
PostId_VersionCount_SO_17-06_sample_100_1;winnowingThreeGramOptimalAlignmentNormalized;0.8;97;331269.74226804124;2.1443298969072164;4.845360824742268;0.010309278350515464;0.5360824742268041;97;2844465.8659793814;1.4123711340206186;2.4123711340206184;0.010309278350515464;0.13402061855670103
PostId_VersionCount_SO_17-06_sample_100_1;levenshteinNormalized;0.7;97;915813.7216494846;2.329896907216495;4.845360824742268;0.010309278350515464;0.35051546391752575;97;5928442.0;1.4742268041237114;2.402061855670103;0.020618556701030927;0.07216494845360824
PostId_VersionCount_SO_17-06_sample_100_1;twoGramDiceNormalizedPadding;0.3;97;184158.36082474227;2.649484536082474;4.804123711340206;0.05154639175257732;0.030927835051546393;97;272293.41237113404;1.5257731958762886;2.381443298969072;0.041237113402061855;0.020618556701030927
PostId_VersionCount_SO_17-06_sample_100_1;levenshtein;0.7;97;886328.5463917525;2.329896907216495;4.845360824742268;0.010309278350515464;0.35051546391752575;97;7534680.5051546395;1.4742268041237114;2.402061855670103;0.020618556701030927;0.07216494845360824
PostId_VersionCount_SO_17-06_sample_100_1;fiveGramJaccardNormalized;0.8;96;224171.95833333334;2.0625;4.708333333333333;0.010416666666666666;0.5520833333333334;97;330000.38144329895;1.402061855670103;2.4123711340206184;0.010309278350515464;0.14432989690721648
PostId_VersionCount_SO_17-06_sample_100_1;fiveGramOverlapNormalized;0.6;96;206783.79166666666;2.5520833333333335;4.677083333333333;0.041666666666666664;0.0625;97;313926.8453608247;1.5154639175257731;2.3917525773195876;0.030927835051546393;0.030927835051546393
PostId_VersionCount_SO_17-06_sample_100_1;threeShingleJaccardNormalized;0.8;85;232928.5294117647;1.7647058823529411;3.8588235294117648;0.011764705882352941;0.6;94;336263.43617021275;1.3191489361702127;2.372340425531915;0.010638297872340425;0.20212765957446807
PostId_VersionCount_SO_17-06_sample_100_1;winnowingTwoGramJaccard;0.6;97;105612.18556701031;2.4742268041237114;4.824742268041237;0.030927835051546393;0.20618556701030927;97;178967.0824742268;1.5051546391752577;2.402061855670103;0.020618556701030927;0.041237113402061855
PostId_VersionCount_SO_17-06_sample_100_1;fourGramOverlapNormalizedPadding;0.8;97;211576.56701030929;2.5670103092783507;4.804123711340206;0.05154639175257732;0.1134020618556701;97;317216.38144329895;1.4845360824742269;2.402061855670103;0.020618556701030927;0.061855670103092786
PostId_VersionCount_SO_17-06_sample_100_1;twoShingleDiceNormalized;0.4;92;230567.4347826087;2.5217391304347827;4.739130434782608;0.03260869565217391;0.05434782608695652;96;308428.96875;1.4895833333333333;2.40625;0.020833333333333332;0.041666666666666664
PostId_VersionCount_SO_17-06_sample_100_1;threeShingleJaccard;0.5;84;139564.42857142858;2.0833333333333335;3.9047619047619047;0.023809523809523808;0.30952380952380953;89;188177.44943820225;1.3146067415730338;2.168539325842697;0.02247191011235955;0.1348314606741573
PostId_VersionCount_SO_17-06_sample_100_1;threeGramJaccard;0.7;97;180259.82474226804;2.350515463917526;4.845360824742268;0.010309278350515464;0.32989690721649484;97;249197.25773195876;1.4948453608247423;2.402061855670103;0.020618556701030927;0.05154639175257732
PostId_VersionCount_SO_17-06_sample_100_1;threeGramOverlapNormalizedPadding;0.9;97;207105.587628866;2.536082474226804;4.814432989690721;0.041237113402061855;0.14432989690721648;97;291344.23711340205;1.443298969072165;2.402061855670103;0.020618556701030927;0.10309278350515463
PostId_VersionCount_SO_17-06_sample_100_1;cosineFourGramNormalizedTermFrequency;0.3;97;347712.4845360825;2.6288659793814433;4.814432989690721;0.041237113402061855;0.05154639175257732;97;457942.5051546392;1.5360824742268042;2.3917525773195876;0.030927835051546393;0.010309278350515464
PostId_VersionCount_SO_17-06_sample_100_1;threeGramDiceNormalized;0.3;97;199810.587628866;2.6288659793814433;4.814432989690721;0.041237113402061855;0.05154639175257732;97;289218.0206185567;1.5360824742268042;2.3917525773195876;0.030927835051546393;0.010309278350515464
PostId_VersionCount_SO_17-06_sample_100_1;cosineFourGramNormalizedNormalizedTermFrequency;0.5;97;354792.1855670103;2.6082474226804124;4.814432989690721;0.041237113402061855;0.07216494845360824;97;434619.793814433;1.5257731958762886;2.402061855670103;0.020618556701030927;0.020618556701030927
PostId_VersionCount_SO_17-06_sample_100_1;cosineThreeShingleNormalizedTermFrequency;0.3;84;264789.96428571426;2.3333333333333335;3.880952380952381;0.03571428571428571;0.05952380952380952;94;368304.39361702127;1.4893617021276595;2.351063829787234;0.031914893617021274;0.031914893617021274
PostId_VersionCount_SO_17-06_sample_100_1;manhattanTokenNormalized;0.9;97;137547.49484536084;2.185567010309278;4.845360824742268;0.010309278350515464;0.4948453608247423;97;141668.1443298969;1.3402061855670102;2.4123711340206184;0.010309278350515464;0.20618556701030927
PostId_VersionCount_SO_17-06_sample_100_1;threeShingleJaccardNormalized;0.5;84;236817.9642857143;2.142857142857143;3.892857142857143;0.023809523809523808;0.25;94;336191.24468085106;1.4148936170212767;2.3617021276595747;0.02127659574468085;0.10638297872340426
PostId_VersionCount_SO_17-06_sample_100_1;winnowingThreeGramLongestCommonSubsequenceNormalized;0.8;97;266148.0206185567;2.154639175257732;4.845360824742268;0.010309278350515464;0.5257731958762887;97;1875663.237113402;1.4123711340206186;2.4123711340206184;0.010309278350515464;0.13402061855670103
PostId_VersionCount_SO_17-06_sample_100_1;cosineFiveGramNormalizedNormalizedTermFrequency;0.7;96;347233.2708333333;2.4166666666666665;4.697916666666667;0.020833333333333332;0.19791666666666666;97;455703.6288659794;1.4845360824742269;2.402061855670103;0.020618556701030927;0.061855670103092786
PostId_VersionCount_SO_17-06_sample_100_1;cosineThreeShingleNormalizedBool;0.3;84;266394.1904761905;2.3333333333333335;3.880952380952381;0.03571428571428571;0.05952380952380952;94;367400.42553191487;1.5;2.3617021276595747;0.02127659574468085;0.02127659574468085
PostId_VersionCount_SO_17-06_sample_100_1;twoShingleOverlap;0.8;87;117630.091954023;2.2758620689655173;4.32183908045977;0.04597701149425287;0.20689655172413793;93;124380.86021505376;1.3655913978494623;2.3548387096774195;0.021505376344086023;0.15053763440860216
PostId_VersionCount_SO_17-06_sample_100_1;tokenOverlap;0.4;97;58917.87628865979;2.649484536082474;4.824742268041237;0.030927835051546393;0.030927835051546393;97;70452.85567010309;1.5051546391752577;2.381443298969072;0.041237113402061855;0.041237113402061855
PostId_VersionCount_SO_17-06_sample_100_1;fourGramJaccardNormalizedPadding;0.9;97;233672.65979381444;1.8350515463917525;4.845360824742268;0.010309278350515464;0.845360824742268;97;323559.4639175258;1.3608247422680413;2.4123711340206184;0.010309278350515464;0.18556701030927836
PostId_VersionCount_SO_17-06_sample_100_1;threeGramOverlapNormalizedPadding;0.5;97;205135.17525773196;2.6391752577319587;4.814432989690721;0.041237113402061855;0.041237113402061855;97;292682.7113402062;1.5360824742268042;2.402061855670103;0.020618556701030927;0.010309278350515464
PostId_VersionCount_SO_17-06_sample_100_1;winnowingTwoGramOverlapNormalized;0.5;97;150205.49484536084;2.618556701030928;4.804123711340206;0.05154639175257732;0.061855670103092786;97;241767.09278350516;1.5360824742268042;2.381443298969072;0.041237113402061855;0.010309278350515464
PostId_VersionCount_SO_17-06_sample_100_1;winnowingFiveGramLongestCommonSubsequence;0.6;96;150459.38541666666;2.2916666666666665;4.708333333333333;0.010416666666666666;0.3229166666666667;97;1201220.7113402062;1.4845360824742269;2.402061855670103;0.020618556701030927;0.061855670103092786
PostId_VersionCount_SO_17-06_sample_100_1;fiveGramJaccard;0.9;96;196786.14583333334;1.8020833333333333;4.708333333333333;0.010416666666666666;0.8125;97;280949.3402061856;1.3608247422680413;2.4123711340206184;0.010309278350515464;0.18556701030927836
PostId_VersionCount_SO_17-06_sample_100_1;winnowingFiveGramLongestCommonSubsequence;0.4;96;150188.70833333334;2.4895833333333335;4.697916666666667;0.020833333333333332;0.125;97;1198219.1855670102;1.5051546391752577;2.402061855670103;0.020618556701030927;0.041237113402061855
PostId_VersionCount_SO_17-06_sample_100_1;winnowingThreeGramJaccard;0.9;97;104598.56701030929;1.9381443298969072;4.845360824742268;0.010309278350515464;0.7422680412371134;97;177994.60824742267;1.3711340206185567;2.4123711340206184;0.010309278350515464;0.17525773195876287
PostId_VersionCount_SO_17-06_sample_100_1;levenshteinNormalized;0.3;97;918331.5051546391;2.6082474226804124;4.824742268041237;0.030927835051546393;0.07216494845360824;97;5937619.711340206;1.5154639175257731;2.381443298969072;0.041237113402061855;0.030927835051546393
PostId_VersionCount_SO_17-06_sample_100_1;threeGramOverlap;0.3;97;161816.11340206186;2.649484536082474;4.814432989690721;0.041237113402061855;0.030927835051546393;97;233450.61855670103;1.5154639175257731;2.3711340206185567;0.05154639175257732;0.030927835051546393
PostId_VersionCount_SO_17-06_sample_100_1;winnowingTwoGramDiceNormalized;0.8;97;146535.37113402062;2.4123711340206184;4.824742268041237;0.030927835051546393;0.26804123711340205;97;236135.1855670103;1.5051546391752577;2.402061855670103;0.020618556701030927;0.041237113402061855
PostId_VersionCount_SO_17-06_sample_100_1;cosineTwoShingleNormalizedNormalizedTermFrequency;0.3;92;268223.77173913043;2.5434782608695654;4.739130434782608;0.03260869565217391;0.03260869565217391;96;340152.0520833333;1.5208333333333333;2.40625;0.020833333333333332;0.010416666666666666
PostId_VersionCount_SO_17-06_sample_100_1;cosineTokenNormalizedNormalizedTermFrequency;0.4;97;140726.1443298969;2.6391752577319587;4.804123711340206;0.05154639175257732;0.041237113402061855;97;146478.49484536084;1.5257731958762886;2.402061855670103;0.020618556701030927;0.020618556701030927
PostId_VersionCount_SO_17-06_sample_100_1;winnowingFourGramOverlap;0.6;97;92926.9175257732;2.597938144329897;4.804123711340206;0.05154639175257732;0.08247422680412371;97;173770.90721649484;1.5257731958762886;2.3917525773195876;0.030927835051546393;0.020618556701030927
PostId_VersionCount_SO_17-06_sample_100_1;winnowingFiveGramOverlapNormalized;0.4;96;138527.78125;2.5625;4.677083333333333;0.041666666666666664;0.052083333333333336;97;231603.78350515463;1.5360824742268042;2.3917525773195876;0.030927835051546393;0.010309278350515464
PostId_VersionCount_SO_17-06_sample_100_1;twoShingleDiceNormalized;0.5;92;228168.90217391305;2.489130434782609;4.739130434782608;0.03260869565217391;0.08695652173913043;96;310176.8125;1.4895833333333333;2.40625;0.020833333333333332;0.041666666666666664
PostId_VersionCount_SO_17-06_sample_100_1;tokenJaccardNormalized;0.6;97;241488.28865979382;2.4329896907216493;4.835051546391752;0.020618556701030927;0.24742268041237114;97;313317.1649484536;1.4948453608247423;2.402061855670103;0.020618556701030927;0.05154639175257732
