metric;threshold;numberOfTextPostsWithThisMetric;runtimeTextTotalRelative;truePositivesTextRelative;trueNegativesTextRelative;falsePositivesTextRelative;falseNegativesTextRelative;numberOfCodePostsWithThisMetric;runtimeCodeTotalRelative;truePositivesCodeRelative;trueNegativesCodeRelative;falsePositivesCodeRelative;falseNegativesCodeRelative
winnowingThreeGramOverlapNormalized;0.9;679;509961.21944035345;7.696612665684831;26.371134020618555;0.18851251840942562;0.5434462444771723;699;671549.6995708154;6.024320457796852;19.336194563662374;0.10300429184549356;0.3133047210300429
winnowingFiveGramDice;0.8;665;304628.9729323308;7.266165413533835;26.26766917293233;0.03759398496240601;0.9338345864661655;699;501787.84120171674;5.975679542203148;19.393419170243206;0.045779685264663805;0.36194563662374823
cosineTwoShingleNormalizedBool;0.3;616;914078.0795454546;7.564935064935065;23.37987012987013;0.1444805194805195;0.14772727272727273;692;977703.1329479769;6.236994219653179;19.40028901734104;0.09826589595375723;0.10115606936416185
levenshtein;0.4;699;4009359.8969957083;7.895565092989986;26.818311874105866;0.1072961373390558;0.351931330472103;699;1.1417589163090128E7;6.201716738197425;19.357653791130186;0.0815450643776824;0.13590844062947066
threeGramJaccardNormalizedPadding;0.8;679;779869.7952871871;6.989690721649485;26.528718703976438;0.030927835051546393;1.2503681885125184;699;891214.2317596567;5.859799713876967;19.40343347639485;0.0357653791130186;0.47782546494992845
fiveGramDiceNormalizedPadding;0.5;658;743406.5638297872;7.82370820668693;25.88145896656535;0.10486322188449848;0.3525835866261398;697;902776.7173601148;6.21090387374462;19.380200860832137;0.07747489239598278;0.133428981348637
cosineThreeGramNormalizedTermFrequency;0.5;679;1159283.740795287;8.013254786450663;26.415316642120764;0.14432989690721648;0.2268041237113402;699;1173992.243204578;6.223175965665236;19.336194563662374;0.10300429184549356;0.11444921316165951
winnowingFourGramJaccardNormalized;0.6;665;511587.47218045115;7.371428571428571;26.174436090225562;0.05263157894736842;0.8165413533834587;699;670724.2832618026;6.051502145922747;19.38197424892704;0.05722460658082976;0.2861230329041488
tokenDiceNormalized;0.3;670;758119.923880597;8.077611940298507;26.34328358208955;0.16119402985074627;0.16567164179104477;699;853081.0;6.237482117310443;19.32904148783977;0.11015736766809728;0.10014306151645208
winnowingFiveGramLongestCommonSubsequenceNormalized;0.4;658;731548.2082066869;7.723404255319149;25.89209726443769;0.09422492401215805;0.45288753799392095;697;1813096.4289813486;6.170731707317073;19.381635581061694;0.07604017216642754;0.17360114777618366
fourGramJaccardNormalizedPadding;0.6;665;815839.3142857143;7.425563909774436;26.17142857142857;0.055639097744360905;0.762406015037594;699;923168.9141630902;6.05722460658083;19.38340486409156;0.055793991416309016;0.2804005722460658
cosineFiveGramNormalizedNormalizedTermFrequency;0.3;658;1286937.2340425532;8.01823708206687;25.817629179331306;0.16869300911854104;0.1580547112462006;697;1327320.6054519368;6.251076040172166;19.351506456241033;0.10616929698708752;0.09325681492109039
twoShingleJaccard;0.7;596;408785.9345637584;6.395973154362416;22.88758389261745;0.03523489932885906;1.2080536912751678;651;431003.2135176651;5.394777265745008;17.49615975422427;0.029185867895545316;0.6466973886328725
winnowingThreeGramJaccard;0.5;686;350398.48979591834;7.7492711370262395;26.581632653061224;0.09183673469387756;0.4897959183673469;699;525085.3948497854;6.178826895565093;19.371959942775394;0.06723891273247497;0.15879828326180256
twoGramJaccardNormalizedPadding;0.4;697;681629.8967001435;7.992826398852224;26.8493543758967;0.1492109038737446;0.27403156384505023;699;805348.0815450643;6.218884120171674;19.34334763948498;0.09585121602288985;0.11874105865522175
optimalAlignment;0.4;699;1.2653601719599428E7;7.895565092989986;26.818311874105866;0.1072961373390558;0.351931330472103;699;2.2744357982832618E7;6.201716738197425;19.357653791130186;0.0815450643776824;0.13590844062947066
fiveGramJaccard;0.6;665;679870.9879699248;7.415037593984962;26.249624060150374;0.055639097744360905;0.7849624060150376;699;818660.5150214592;6.064377682403434;19.386266094420602;0.05293276108726753;0.2732474964234621
damerauLevenshteinNormalized;0.4;699;1.684270983404864E7;7.896995708154506;26.816881258941343;0.10872675250357654;0.35050071530758226;699;2.6325010394849785E7;6.1931330472103;19.3519313304721;0.08726752503576538;0.14449213161659513
fourGramJaccard;0.8;674;655560.3768545995;6.919881305637982;26.560830860534125;0.028189910979228485;1.3234421364985163;699;781852.3690987125;5.821173104434907;19.40629470672389;0.032904148783977114;0.5164520743919886
optimalAlignment;0.8;699;1.2626745110157367E7;7.014306151645208;26.889842632331902;0.0357653791130186;1.2331902718168812;699;2.2771388572246067E7;5.84549356223176;19.40629470672389;0.032904148783977114;0.49213161659513593
twoShingleOverlap;0.9;596;382132.1744966443;6.640939597315437;22.822147651006713;0.10067114093959731;0.9630872483221476;651;420218.94777265744;5.380952380952381;17.4715821812596;0.053763440860215055;0.6605222734254992
fiveGramOverlapNormalized;0.7;658;719554.7826747721;7.878419452887538;25.78723404255319;0.19908814589665655;0.2978723404255319;697;861240.9253945481;6.144906743185079;19.338593974175037;0.11908177905308465;0.1994261119081779
winnowingFourGramOverlapNormalized;0.6;665;505453.5879699248;7.93984962406015;26.040601503759397;0.18646616541353384;0.24812030075187969;699;665071.0844062947;6.150214592274678;19.30472103004292;0.13447782546494993;0.18741058655221746
winnowingTwoGramOverlap;0.5;699;346102.16309012874;7.971387696709585;26.61230329041488;0.3133047210300429;0.2761087267525036;699;517787.5708154506;6.174535050071531;19.27467811158798;0.16452074391988555;0.1630901287553648
twoGramJaccard;0.6;699;498558.53505007154;7.761087267525036;26.832618025751074;0.09298998569384835;0.4864091559370529;699;650117.6094420601;6.167381974248927;19.37052932761087;0.06866952789699571;0.17024320457796852
threeGramDiceNormalizedPadding;0.7;679;709916.3004418262;7.680412371134021;26.477172312223857;0.08247422680412371;0.5596465390279823;699;821124.8769670959;6.138769670958512;19.374821173104436;0.06437768240343347;0.1988555078683834
threeGramDice;0.5;686;530392.9081632653;7.969387755102041;26.542274052478135;0.13119533527696792;0.2696793002915452;699;671875.208869814;6.221745350500715;19.34334763948498;0.09585121602288985;0.11587982832618025
cosineThreeShingleNormalizedBool;0.5;538;944298.3104089219;6.827137546468402;19.87918215613383;0.120817843866171;0.31970260223048325;667;996723.3973013493;5.749625187406297;16.62968515742129;0.06146926536731634;0.18290854572713644
cosineThreeGramNormalizedNormalizedTermFrequency;0.6;679;1162652.0441826214;7.930780559646539;26.440353460972016;0.11929307805596466;0.30927835051546393;699;1170224.731044349;6.210300429184549;19.359084406294706;0.08011444921316166;0.12732474964234622
winnowingFiveGramOptimalAlignmentNormalized;0.6;658;879756.7978723404;7.349544072948328;25.934650455927052;0.05167173252279635;0.8267477203647416;697;2126707.212338594;6.037302725968436;19.40315638450502;0.054519368723098996;0.30703012912482064
fourGramDice;0.9;674;562428.7685459941;6.8486646884272995;26.560830860534125;0.028189910979228485;1.3946587537091988;699;707324.7782546495;5.783977110157368;19.40772532188841;0.031473533619456366;0.5536480686695279
fiveGramJaccardNormalized;0.9;658;808012.1914893617;6.3419452887537995;25.97112462006079;0.015197568389057751;1.8343465045592706;697;930255.3988522238;5.560975609756097;19.431850789096128;0.02582496413199426;0.7833572453371592
fiveGramDice;0.4;665;578676.6285714286;7.954887218045113;26.166917293233084;0.13834586466165413;0.24511278195488723;699;735501.2188841202;6.228898426323319;19.34620886981402;0.09298998569384835;0.10872675250357654
cosineTokenNormalizedNormalizedTermFrequency;0.5;699;476442.1244635193;8.001430615164521;26.773962804005723;0.15164520743919885;0.24606580829756797;699;467534.477825465;6.218884120171674;19.356223175965667;0.08297567954220315;0.11874105865522175
cosineFiveGramNormalizedBool;0.4;658;1285913.9103343466;7.972644376899696;25.835866261398177;0.15045592705167174;0.20364741641337386;697;1325766.3644189383;6.242467718794835;19.36441893830703;0.09325681492109039;0.10186513629842181
threeShingleOverlapNormalized;0.3;538;815966.2434944238;7.011152416356877;19.84200743494424;0.1579925650557621;0.13568773234200743;667;890786.9550224887;5.785607196401799;16.580209895052473;0.11094452773613193;0.1469265367316342
threeShingleJaccard;0.6;527;413793.0512333966;5.944971537001898;19.01518026565465;0.03795066413662239;0.9620493358633776;615;485509.56097560975;5.274796747967479;16.52520325203252;0.02926829268292683;0.6146341463414634
cosineThreeShingleNormalizedTermFrequency;0.5;538;938652.9182156133;6.819702602230484;19.88475836431227;0.11524163568773234;0.3271375464684015;667;989746.7901049475;5.745127436281859;16.631184407796102;0.05997001499250375;0.1874062968515742
levenshteinNormalized;0.5;699;4109746.399141631;7.756795422031473;26.82832618025751;0.09728183118741059;0.4907010014306152;699;8712850.226037197;6.15307582260372;19.36480686695279;0.07439198855507868;0.18454935622317598
manhattanFourGramNormalized;0.7;665;1194968.535338346;7.518796992481203;26.166917293233084;0.06015037593984962;0.6691729323308271;699;1227626.4306151646;6.094420600858369;19.38197424892704;0.05722460658082976;0.24320457796852646
winnowingTwoGramOptimalAlignment;0.4;699;2812452.9227467813;7.8555078683834045;26.822603719599428;0.10300429184549356;0.39198855507868385;699;8061470.340486409;6.185979971387697;19.36623748211731;0.07296137339055794;0.15164520743919885
winnowingTwoGramLongestCommonSubsequence;0.7;699;1868644.1173104434;7.3004291845493565;26.876967095851217;0.04864091559370529;0.9470672389127325;699;5420248.593705294;6.008583690987124;19.397711015736768;0.04148783977110158;0.3290414878397711
fourGramOverlap;0.6;674;568218.8768545995;8.022255192878339;26.373887240356083;0.21513353115727002;0.22106824925816024;699;704715.8397711016;6.198855507868384;19.32331902718169;0.11587982832618025;0.13876967095851217
winnowingThreeGramOptimalAlignmentNormalized;0.7;679;1425007.855670103;7.222385861561119;26.518409425625922;0.041237113402061855;1.0176730486008836;699;3568887.128755365;5.968526466380544;19.394849785407725;0.044349070100143065;0.36909871244635195
threeGramOverlapNormalized;0.3;679;706835.8438880707;8.038291605301914;26.28718703976436;0.27245949926362295;0.20176730486008837;699;817877.4778254649;6.170243204577969;19.266094420600858;0.17310443490701002;0.16738197424892703
manhattanThreeGramNormalized;0.8;679;1139188.0117820324;7.325478645066274;26.518409425625922;0.041237113402061855;0.914580265095729;699;1160110.0901287554;6.015736766809728;19.391988555078683;0.04721030042918455;0.3218884120171674
winnowingFiveGramJaccard;0.5;665;318519.1022556391;7.628571428571429;26.225563909774436;0.07969924812030076;0.5714285714285714;699;518716.5321888412;6.130185979971388;19.373390557939913;0.06580829756795423;0.20743919885550788
threeShingleDice;0.6;527;404661.1935483871;6.320683111954459;18.992409867172675;0.06072106261859583;0.5863377609108159;615;468147.6260162602;5.460162601626016;16.507317073170732;0.04715447154471545;0.4292682926829268
manhattanFourGramNormalized;0.8;665;1194787.3112781956;7.225563909774436;26.19097744360902;0.03609022556390978;0.9624060150375939;699;1230647.9713876967;6.001430615164521;19.391988555078683;0.04721030042918455;0.3361945636623748
tokenDice;0.5;699;176319.91702432046;7.911301859799714;26.792560801144493;0.13304721030042918;0.3361945636623748;699;237683.00286123034;6.150214592274678;19.369098712446352;0.07010014306151645;0.18741058655221746
fourGramJaccardNormalized;0.8;665;786641.0872180451;6.8691729323308275;26.203007518796994;0.02406015037593985;1.318796992481203;699;902939.2560801144;5.814020028612303;19.40486409155937;0.034334763948497854;0.5236051502145923
threeGramDice;0.7;686;533491.2959183673;7.721574344023324;26.583090379008745;0.09037900874635568;0.5174927113702624;699;671919.7711015737;6.15450643776824;19.371959942775394;0.06723891273247497;0.18311874105865522
cosineFourGramNormalizedNormalizedTermFrequency;0.8;665;1238418.4060150376;7.389473684210526;26.18045112781955;0.04661654135338346;0.7984962406015037;699;1267847.08583691;6.054363376251788;19.38197424892704;0.05722460658082976;0.2832618025751073
winnowingThreeGramLongestCommonSubsequence;0.6;686;1073700.3775510204;7.526239067055394;26.613702623906704;0.0597667638483965;0.7128279883381924;699;4291421.208869814;6.071530758226038;19.380543633762517;0.058655221745350504;0.26609442060085836
winnowingThreeGramDice;0.5;686;327739.42419825075;7.950437317784257;26.55393586005831;0.119533527696793;0.2886297376093295;699;534267.4577968527;6.224606580829756;19.34763948497854;0.09155937052932761;0.11301859799713877
twoGramDice;0.3;699;453918.14306151646;8.052932761087268;26.682403433476395;0.24320457796852646;0.19456366237482117;699;604752.7110157368;6.224606580829756;19.298998569384835;0.1402002861230329;0.11301859799713877
winnowingFourGramOptimalAlignmentNormalized;0.4;665;1103536.347368421;7.739849624060151;26.13684210526316;0.09022556390977443;0.4481203007518797;699;2650157.3075822606;6.155937052932761;19.367668097281832;0.0715307582260372;0.18168812589413447
cosineFourGramNormalizedBool;0.3;665;1236494.2511278195;8.054135338345864;26.057142857142857;0.1699248120300752;0.13383458646616542;699;1256508.6022889842;6.244635193133047;19.336194563662374;0.10300429184549356;0.09298998569384835
winnowingTwoGramLongestCommonSubsequence;0.5;699;1874391.1673819742;7.723891273247497;26.834048640915594;0.09155937052932761;0.5236051502145923;699;5413218.5293276105;6.157367668097282;19.373390557939913;0.06580829756795423;0.18025751072961374
twoGramOverlapNormalized;0.3;697;629444.9182209469;8.015781922525107;26.65997130559541;0.3385939741750359;0.25107604017216645;699;759970.4277539342;6.168812589413448;19.248927038626608;0.19027181688125894;0.1688125894134478
twoShingleDiceNormalized;0.7;616;794978.7467532468;7.058441558441558;23.454545454545453;0.0698051948051948;0.6542207792207793;692;870237.4768786128;6.03757225433526;19.4378612716763;0.06069364161849711;0.30057803468208094
winnowingFiveGramDice;0.3;665;310824.6135338346;7.990977443609022;26.147368421052633;0.15789473684210525;0.20902255639097744;699;507107.43204577966;6.254649499284692;19.339055793991417;0.10014306151645208;0.08297567954220315
twoGramOverlapNormalizedPadding;0.4;697;634076.2883787662;8.103299856527977;26.720229555236727;0.2783357245337159;0.16355810616929697;699;774160.4377682403;6.201716738197425;19.276108726752504;0.1630901287553648;0.13590844062947066
winnowingFourGramOptimalAlignment;0.7;674;1012842.1320474778;7.20919881305638;26.54747774480712;0.04154302670623145;1.0341246290801187;699;4391539.527896996;5.939914163090129;19.40200286123033;0.03719599427753934;0.3977110157367668
tokenDice;0.8;699;174788.1902718169;7.32761087267525;26.869814020028613;0.055793991416309016;0.9198855507868383;699;228087.36194563663;5.879828326180258;19.40629470672389;0.032904148783977114;0.45779685264663805
tokenOverlapNormalized;0.4;670;748100.2656716418;8.06268656716418;26.265671641791045;0.23880597014925373;0.18059701492537314;699;832118.5579399142;6.185979971387697;19.29184549356223;0.1473533619456366;0.15164520743919885
winnowingFiveGramOptimalAlignment;0.5;665;775783.8345864662;7.61203007518797;26.227067669172932;0.07819548872180451;0.58796992481203;699;4357545.165951359;6.1072961373390555;19.38340486409156;0.055793991416309016;0.23032904148783978
twoGramOverlapNormalized;0.8;697;618445.6355810617;7.9598278335724535;26.730272596843616;0.2682926829268293;0.30703012912482064;699;751830.505007153;6.187410586552217;19.317596566523605;0.12160228898426323;0.15021459227467812
cosineThreeShingleNormalizedNormalizedTermFrequency;0.8;538;936700.2602230483;6.210037174721189;19.966542750929367;0.03345724907063197;0.9368029739776952;667;978687.8575712144;5.466266866566716;16.652173913043477;0.038980509745127435;0.4662668665667166
optimalAlignment;0.9;699;1.2646249127324749E7;6.65379113018598;26.896995708154506;0.02861230329041488;1.5937052932761087;699;2.275670617739628E7;5.639484978540772;19.414878397711014;0.024320457796852647;0.698140200286123
cosineFourGramNormalizedBool;0.7;665;1232418.8120300751;7.628571428571429;26.145864661654134;0.081203007518797;0.5593984962406015;699;1253134.8927038626;6.130185979971388;19.376251788268956;0.06294706723891273;0.20743919885550788
winnowingFiveGramDiceNormalized;0.6;658;488123.7066869301;7.633738601823708;25.901215805471125;0.0851063829787234;0.5425531914893617;697;653051.668579627;6.147776183644189;19.387374461979913;0.0703012912482066;0.19655667144906744
fourGramJaccardNormalized;0.7;665;790190.1624060151;7.196992481203008;26.192481203007517;0.03458646616541353;0.9909774436090225;699;909815.8354792561;5.985693848354792;19.390557939914164;0.04864091559370529;0.351931330472103
fourGramJaccardNormalizedPadding;0.5;665;811885.252631579;7.622556390977444;26.144360902255638;0.08270676691729323;0.5654135338345865;699;924721.2961373391;6.143061516452074;19.374821173104436;0.06437768240343347;0.19456366237482117
fourGramOverlapNormalized;0.3;665;711060.0932330827;8.022556390977444;25.98796992481203;0.23909774436090225;0.16541353383458646;699;850877.3590844063;6.167381974248927;19.27038626609442;0.1688125894134478;0.17024320457796852
optimalAlignment;0.6;699;1.2664337123032903E7;7.585121602288984;26.851216022889844;0.07439198855507868;0.6623748211731044;699;2.2570264341917023E7;6.103004291845494;19.38769670958512;0.05150214592274678;0.23462088698140202
threeGramJaccardNormalized;0.6;679;768193.1929307806;7.580265095729013;26.49484536082474;0.06480117820324006;0.6597938144329897;699;877491.9985693848;6.1001430615164525;19.38197424892704;0.05722460658082976;0.2374821173104435
winnowingFourGramJaccardNormalized;0.7;665;510726.392481203;7.117293233082707;26.192481203007517;0.03458646616541353;1.0706766917293233;699;668941.7267525035;5.92274678111588;19.393419170243206;0.045779685264663805;0.41487839771101576
cosineTwoShingleNormalizedTermFrequency;0.5;616;960894.2386363636;7.413961038961039;23.396103896103895;0.12824675324675325;0.2987012987012987;692;979305.3973988439;6.1893063583815024;19.42630057803468;0.07225433526011561;0.14884393063583815
winnowingFourGramOverlapNormalized;0.7;665;497637.25112781953;7.875187969924812;26.043609022556392;0.18345864661654135;0.31278195488721805;699;663736.8812589414;6.127324749642346;19.314735336194563;0.12446351931330472;0.21030042918454936
twoGramDice;0.4;699;453213.13018597994;8.050071530758226;26.716738197424892;0.2088698140200286;0.19742489270386265;699;607255.7195994278;6.234620886981402;19.316165951359086;0.12303290414878398;0.10300429184549356
winnowingFourGramJaccardNormalized;0.3;665;514136.4105263158;7.863157894736842;26.111278195488723;0.11578947368421053;0.324812030075188;699;679886.3633762518;6.198855507868384;19.36051502145923;0.07868383404864092;0.13876967095851217
cosineFourGramNormalizedTermFrequency;0.8;665;1236790.067669173;7.43609022556391;26.169924812030075;0.05714285714285714;0.7518796992481203;699;1255197.3948497854;6.090128755364807;19.376251788268956;0.06294706723891273;0.2474964234620887
optimalAlignment;0.5;699;1.264621652932761E7;7.753934191702432;26.829756795422032;0.09585121602288985;0.49356223175965663;699;2.240691941058655E7;6.1587982832618025;19.376251788268956;0.06294706723891273;0.17882689556509299
threeGramDice;0.9;686;526095.4402332362;6.957725947521866;26.642857142857142;0.030612244897959183;1.28134110787172;699;665934.3075822603;5.8412017167381975;19.409155937052933;0.030042918454935622;0.49642346208869814
threeShingleOverlap;0.3;528;402913.1231060606;6.71780303030303;18.880681818181817;0.13636363636363635;0.17613636363636365;615;473338.72520325205;5.682926829268292;16.48130081300813;0.07317073170731707;0.20650406504065041
winnowingThreeGramOptimalAlignment;0.5;686;1497991.3425655977;7.679300291545189;26.5932944606414;0.08017492711370262;0.5597667638483965;699;5266454.247496423;6.133047210300429;19.379113018597998;0.060085836909871244;0.20457796852646637
winnowingFiveGramOverlap;0.4;665;309216.237593985;7.993984962406015;26.08421052631579;0.22105263157894736;0.20601503759398496;699;510058.0100143062;6.207439198855508;19.303290414878397;0.13590844062947066;0.1301859799713877
levenshtein;0.3;699;4015849.3433476393;7.977110157367668;26.782546494992847;0.1430615164520744;0.2703862660944206;699;1.1461972101573676E7;6.214592274678112;19.339055793991417;0.10014306151645208;0.12303290414878398
tokenDice;0.7;699;175235.4406294707;7.5965665236051505;26.84978540772532;0.07582260371959942;0.6509298998569385;699;229250.4477825465;6.008583690987124;19.38340486409156;0.055793991416309016;0.3290414878397711
threeGramDiceNormalized;0.7;679;694231.5817378497;7.693667157584684;26.477172312223857;0.08247422680412371;0.5463917525773195;699;820147.816881259;6.143061516452074;19.371959942775394;0.06723891273247497;0.19456366237482117
cosineThreeShingleNormalizedBool;0.4;539;941724.6085343228;6.901669758812616;19.840445269016698;0.12244897959183673;0.23191094619666047;667;986677.8140929536;5.787106446776612;16.620689655172413;0.0704647676161919;0.1454272863568216
twoGramJaccardNormalized;0.7;697;669740.6327116212;7.5480631276901;26.93687230989957;0.06169296987087518;0.7187948350071736;699;789675.0357653791;6.081545064377682;19.38340486409156;0.055793991416309016;0.25608011444921314
tokenOverlapNormalized;0.6;670;749417.1223880597;8.029850746268657;26.291044776119403;0.21343283582089553;0.21343283582089553;699;861148.104434907;6.184549356223176;19.313304721030043;0.12589413447782546;0.1530758226037196
winnowingFourGramLongestCommonSubsequence;0.8;674;760355.6261127597;6.92433234421365;26.55637982195846;0.032640949554896145;1.3189910979228487;699;3220943.82832618;5.8183118741058655;19.40772532188841;0.031473533619456366;0.51931330472103
cosineFiveGramNormalizedTermFrequency;0.3;658;1280193.2234042552;7.992401215805471;25.820668693009118;0.1656534954407295;0.1838905775075988;697;1321253.3830703013;6.236728837876614;19.342898134863702;0.11477761836441894;0.10760401721664276
threeGramOverlap;0.9;686;531924.0349854227;7.788629737609329;26.479591836734695;0.19387755102040816;0.45043731778425655;699;667850.5493562232;6.065808297567954;19.34620886981402;0.09298998569384835;0.2718168812589413
winnowingThreeGramLongestCommonSubsequence;0.8;686;1077770.829446064;6.969387755102041;26.64139941690962;0.03206997084548105;1.2696793002915452;699;4294182.723891273;5.8483547925608015;19.40772532188841;0.031473533619456366;0.4892703862660944
threeGramJaccardNormalized;0.4;679;779661.6804123712;7.895434462444772;26.45360824742268;0.10603829160530191;0.3446244477172312;699;873448.30472103;6.1959942775393415;19.356223175965667;0.08297567954220315;0.14163090128755365
winnowingThreeGramJaccardNormalized;0.5;679;533628.1546391753;7.714285714285714;26.47422680412371;0.08541973490427099;0.5257731958762887;699;688025.9856938483;6.1444921316165955;19.37052932761087;0.06866952789699571;0.19313304721030042
threeGramJaccard;0.6;686;610506.972303207;7.612244897959184;26.600583090379008;0.0728862973760933;0.6268221574344023;699;757708.2546494993;6.120171673819742;19.38483547925608;0.05436337625178827;0.21745350500715308
threeShingleJaccardNormalized;0.6;539;826530.8070500927;6.3061224489795915;19.92022263450835;0.04267161410018553;0.8274582560296846;667;901161.9535232384;5.538230884557721;16.65367316341829;0.037481259370314844;0.39430284857571213
winnowingFiveGramJaccardNormalized;0.5;658;507516.2416413374;7.531914893617022;25.914893617021278;0.07142857142857142;0.6443768996960486;697;663683.2783357245;6.110473457675753;19.393113342898136;0.06456241032998565;0.23385939741750358
winnowingThreeGramJaccard;0.7;686;348695.25947521866;7.303206997084548;26.629737609329446;0.043731778425655975;0.9358600583090378;699;522790.6537911302;6.0185979971387695;19.396280400572245;0.04291845493562232;0.3190271816881259
fiveGramDiceNormalized;0.5;658;731202.688449848;7.828267477203648;25.882978723404257;0.1033434650455927;0.34802431610942247;697;857408.4648493544;6.2065997130559545;19.380200860832137;0.07747489239598278;0.13773314203730272
fourGramDiceNormalized;0.9;665;704587.0736842105;6.786466165413533;26.203007518796994;0.02406015037593985;1.4015037593984963;699;832371.5236051502;5.792560801144492;19.40629470672389;0.032904148783977114;0.5450643776824035
manhattanThreeShingleNormalized;0.4;538;932973.3401486989;6.87360594795539;19.882899628252787;0.1171003717472119;0.2732342007434944;667;987832.1964017991;5.770614692653673;16.628185907046475;0.06296851574212893;0.1619190404797601
threeGramDiceNormalized;0.6;679;693334.1752577319;7.857142857142857;26.4580265095729;0.101620029455081;0.38291605301914583;699;817012.3419170243;6.1888412017167385;19.36051502145923;0.07868383404864092;0.14878397711015737
winnowingThreeGramOverlap;0.8;686;331563.1078717201;7.876093294460642;26.43731778425656;0.23615160349854228;0.3629737609329446;699;505286.5536480687;6.165951359084406;19.337625178826894;0.10157367668097282;0.17167381974248927
cosineThreeGramNormalizedBool;0.3;679;1167869.1796759942;8.123711340206185;26.379970544918997;0.1796759941089838;0.11634756995581738;699;1177614.748211731;6.236051502145923;19.319027181688124;0.12017167381974249;0.10157367668097282
winnowingThreeGramOverlap;0.5;686;335981.47084548103;7.99271137026239;26.403790087463555;0.2696793002915452;0.24635568513119532;699;509899.24320457794;6.218884120171674;19.30901287553648;0.1301859799713877;0.11874105865522175
threeShingleDiceNormalized;0.6;538;803457.1078066914;6.641263940520446;19.925650557620816;0.07434944237918216;0.5055762081784386;667;882244.9685157421;5.6656671664167915;16.63418290854573;0.05697151424287856;0.26686656671664166
winnowingThreeGramOverlapNormalized;0.3;679;522297.23711340205;8.04860088365243;26.30780559646539;0.25184094256259204;0.19145802650957292;699;676396.8211731045;6.161659513590844;19.267525035765377;0.17167381974248927;0.1759656652360515
winnowingTwoGramDiceNormalized;0.6;697;523663.9038737446;7.923959827833572;26.88235294117647;0.11621233859397417;0.3428981348637016;699;678467.0915593705;6.214592274678112;19.353361945636625;0.08583690987124463;0.12303290414878398
cosineTokenNormalizedTermFrequency;0.8;699;471073.50214592274;7.586552217453505;26.842632331902717;0.08297567954220315;0.6609442060085837;699;469936.29327610874;6.031473533619456;19.38769670958512;0.05150214592274678;0.3061516452074392
fourGramOverlapNormalizedPadding;0.3;665;728370.4977443609;8.066165413533835;26.01654135338346;0.21052631578947367;0.12180451127819548;699;867744.2389127325;6.2117310443490705;19.296137339055793;0.1430615164520744;0.12589413447782546
manhattanThreeGramNormalized;0.6;679;1131763.088365243;7.8100147275405005;26.463917525773194;0.09572901325478646;0.43004418262150224;699;1144212.6595135909;6.174535050071531;19.369098712446352;0.07010014306151645;0.1630901287553648
winnowingFourGramDiceNormalized;0.3;665;495496.1233082707;7.969924812030075;26.073684210526316;0.15338345864661654;0.21804511278195488;699;661215.7010014306;6.236051502145923;19.34334763948498;0.09585121602288985;0.10157367668097282
cosineThreeGramNormalizedTermFrequency;0.3;679;1158229.469808542;8.094256259204712;26.36966126656848;0.18998527245949925;0.14580265095729014;699;1174988.1874105865;6.23032904148784;19.314735336194563;0.12446351931330472;0.1072961373390558
winnowingTwoGramOptimalAlignment;0.9;699;2809196.320457797;6.5593705293276106;26.895565092989987;0.030042918454935622;1.688125894134478;699;8060065.416309013;5.618025751072961;19.413447782546495;0.02575107296137339;0.7195994277539342
levenshteinNormalized;0.6;699;4109854.555078684;7.595135908440629;26.851216022889844;0.07439198855507868;0.6523605150214592;699;8707636.723891273;6.101573676680973;19.380543633762517;0.058655221745350504;0.23605150214592274
longestCommonSubsequence;0.3;699;7402839.86695279;7.958512160228898;26.726752503576538;0.1988555078683834;0.28898426323319026;699;1.6701392336194564E7;6.2031473533619454;19.326180257510728;0.11301859799713877;0.13447782546494993
damerauLevenshteinNormalized;0.9;699;1.6837961143061515E7;6.6781115879828326;26.898426323319025;0.027181688125894134;1.5693848354792561;699;2.5764023042918455E7;5.690987124463519;19.412017167381975;0.027181688125894134;0.6466380543633763
winnowingThreeGramDiceNormalized;0.7;679;510021.46097201767;7.642120765832106;26.491899852724593;0.06774668630338733;0.5979381443298969;699;669404.9985693848;6.120171673819742;19.377682403433475;0.06151645207439199;0.21745350500715308
fiveGramDiceNormalized;0.7;658;714519.0045592706;7.504559270516717;25.922492401215806;0.06382978723404255;0.6717325227963525;697;880202.0631276901;6.097560975609756;19.40028694404591;0.05738880918220947;0.2467718794835007
cosineTwoGramNormalizedNormalizedTermFrequency;0.4;697;920840.8680057388;8.097560975609756;26.776183644189384;0.2223816355810617;0.16929698708751795;699;986305.9413447783;6.228898426323319;19.30758226037196;0.13161659513590845;0.10872675250357654
twoShingleDice;0.3;596;383107.427852349;7.345637583892618;22.78523489932886;0.13758389261744966;0.25838926174496646;651;434839.8602150538;5.8771121351766515;17.451612903225808;0.07373271889400922;0.16436251920122888
winnowingFiveGramDiceNormalized;0.8;658;488135.93920972646;7.1580547112462005;25.94984802431611;0.0364741641337386;1.0182370820668694;697;649652.4576757533;5.958393113342898;19.408895265423244;0.04878048780487805;0.38593974175035867
fourGramOverlapNormalized;0.5;665;710963.3984962406;7.993984962406015;26.007518796992482;0.21954887218045113;0.19398496240601504;699;844174.9384835479;6.171673819742489;19.29327610872675;0.1459227467811159;0.1659513590844063
