"PostId","ParentId","OwnerUserId","CreationDate","Score"
"48252138","48252138","8914083","2018-01-14 17:18:18","0"
"48274475","48274475","8914083","2018-01-16 05:09:34","-1"
"48274624","48274475","6807353","2018-01-16 05:27:55","-1"
